Ix,t,l,g.300.41N.0W,g.300.42N.0W,g.300.41N.1E,g.300.42N.1E,g.300.45N.5E,g.300.35N.5E,g.300.45N.10W,g.300.35N.10W,g.500.41N.0W,g.500.42N.0W,g.500.41N.1E,g.500.42N.1E,g.500.45N.5E,g.500.35N.5E,g.500.45N.10W,g.500.35N.10W,g.700.41N.0W,g.700.42N.0W,g.700.41N.1E,g.700.42N.1E,g.700.45N.5E,g.700.35N.5E,g.700.45N.10W,g.700.35N.10W,trend,Ix.lag1
0,6,15,93590.97,93473.914,93583.875,93473.914,93055.305,93753.81,92452.79,94102.3,57215.492,57118.465,57218.703,57127.164,56839.69,57437.92,56273.98,57671.457,31147.219,31082.434,31146.393,31087.4,30794.207,31349.238,30395.45,31365.176,1.6094379124341,0
0,6,16,93869.72,93640.2,93835.234,93632.34,92805.3,94206.7,92500.305,94745.81,57170.39,57010.594,57168.117,57012.6,56612.31,57714.285,55779.875,57853.07,30972.42,30840.363,30996.121,30864.893,30608.852,31484.398,29727.611,31432.652,1.6094379124341,0
0,6,17,94277.016,94090.99,94291,94067.42,92989.59,94712.48,93652.08,94824.55,57425.61,57300.207,57376.895,57265.41,56164.375,57833.395,57091.43,57963.613,31012.473,30915.19,30949.445,30848.23,30199.744,31341.475,30791.93,31539.975,1.6094379124341,0
0,6,18,94563.43,94438.9,94540.82,94423.38,93802.47,94618.79,93293.83,94342.914,57913.96,57838.215,57887.062,57815.33,57324.965,57753.23,56891.082,57699.832,31462.045,31412.057,31432.031,31392.809,31047.04,31246.78,30745.564,31231.98,1.6094379124341,0
0,6,19,94622.81,94520.32,94634.31,94530.86,94073.75,94707.875,93279.84,94260.34,57998.145,57921.59,58043.38,57965.355,57717.9,58050.07,56969.105,57853.87,31647.504,31619.975,31650.71,31634.98,31483.26,31537.49,30894.49,31492.264,1.6094379124341,0
1,6,20,94733.36,94645.42,94757.88,94674.35,94302.875,94760.945,93125.81,94521.85,58167.17,58051.008,58161.016,58057.297,57729.273,58219.77,56994,58101.996,31762.277,31677.826,31743.545,31673.273,31571.021,31736.816,30977.078,31836.791,1.6094379124341,0
1,6,21,94320.5,94140.414,94347.9,94209.38,93725.45,94632.016,93055.5,94571.86,57908.34,57762.465,57922.66,57799.133,57460.67,58103.87,56437.926,58197.953,31669.547,31534.799,31697.283,31565.33,31379.56,31698.111,30330.559,31882.328,1.6094379124341,1
0,6,22,93691.164,93510.12,93692.12,93564.72,93108.19,94295.59,93004.16,94405.18,57352.938,57216.16,57405.934,57257.246,56828.18,57843.164,56700.64,57810.645,31116.896,30961.865,31214.904,31037.414,30781.166,31496.094,30523.676,31530.66,1.6094379124341,1
0,6,23,93688.86,93585.02,93715.875,93606.87,93301.49,94152.484,92425.97,94078.34,57282.676,57107.89,57341.83,57171.33,56953.582,57709.867,56286.83,57537.895,31022.305,30928.85,31070.842,30968.799,30835.293,31437.309,30244.04,31236.12,1.6094379124341,0
0,6,24,94039.65,93979.68,94087.16,94021.06,93850.17,94408.055,93669.7,94166.664,57687.652,57627.426,57723.117,57665.438,57508.85,57873.812,57038.164,57686.18,31477.879,31367.453,31525.176,31425.201,31333.92,31568.643,30754.672,31289.21,1.6094379124341,0
1,6,25,93952.67,93833.695,94028.34,93942.7,93923.164,94239.84,93134.24,93977.19,57750.82,57652.32,57792.844,57690.863,57600.395,57844.1,56724.594,57745.6,31565.537,31475.498,31596.273,31512.549,31461.734,31609.21,30625.72,31533.766,1.6094379124341,0
0,6,26,94016.27,93943.664,94046.734,93976.62,93826.61,94226.625,92685.17,93740.2,57760.188,57685.914,57777.453,57722.85,57584.2,57814.39,56696.89,57526.918,31606.105,31498.785,31621.527,31535.523,31436.275,31592.342,30782.305,31346.03,1.6094379124341,1
0,6,27,94107.47,93961.484,94152.87,94037.34,93832.93,94433.92,92738.44,93826.414,57803.684,57700.23,57834.465,57737.707,57509.254,57959.2,56657.41,57640.14,31577.025,31526.52,31604.348,31545.045,31396.844,31691.592,30749.602,31372.834,1.6094379124341,0
0,6,28,93907.65,93730.625,93965.695,93807.07,93865.695,94635.65,93599.586,94128.16,57823.895,57661.152,57839.82,57685.11,57513.133,58128.363,57275.047,57904.06,31645.64,31546.08,31668.305,31589.857,31349.652,31773.143,31031.309,31600.828,1.6094379124341,0
0,6,29,94012.83,93884.27,94063.79,93934.85,93899.8,94216.86,92835.76,94274.33,57787.223,57707.46,57802.746,57745.734,57630.24,57819.21,56869.938,57770.492,31609.729,31516.48,31634.256,31551.254,31467.012,31652.988,30799.277,31477.775,1.6094379124341,0
0,6,30,93625.45,93551.31,93751.32,93649.97,93544.414,94249.81,91899.31,93352.445,57465.09,57355.613,57532.676,57453.18,57346.914,57870.332,56259.66,57127.562,31311.773,31255.99,31394.773,31317.568,31210.557,31594.309,30508.773,30921.812,1.6094379124341,0
0,6,31,93226.96,93056.08,93381.57,93203.59,93065.46,94413.04,91677.46,92770.43,57039.504,56976.47,57128.5,57045.39,56840.492,57899.508,56129.176,56765.01,31000.57,30938.785,31098.06,31004.297,30855.06,31597.516,30532.576,30657.596,1.6094379124341,0
0,6,32,93391.336,93155.89,93530.43,93291.336,92926.95,94686.805,91940.89,93045.34,57222.586,57110.434,57303.82,57186.316,56939.395,58125.418,56379.31,56888.406,31024.27,30986.186,31108.72,31051.178,30967.97,31728.02,30636.484,30725.176,1.6094379124341,0
0,6,33,93416.625,93114.125,93528.125,93244.2,92671.19,94980.69,91524.2,93376.78,57165.973,57030.938,57277.723,57128.234,56683.242,58347.043,56021.17,57051.01,30946.34,30869.031,31033.066,30936.508,30707.582,31782.56,30430.016,30830.842,1.6094379124341,0
0,6,34,92388.03,91973.07,92606.625,92167.14,91863.68,94963.06,92316.58,94007.66,56274.25,56027.46,56446.492,56155.004,55914.508,58184.168,56255.246,57472.72,30332.525,30195.812,30384.271,30222.307,30055.994,31655.783,30371.75,31131.799,1.6094379124341,0
0,6,35,93436.36,93308.38,93450.92,93290.95,91890.88,94988.35,93055.305,94088.88,56958,56815.47,56905.27,56754.977,55489.457,58142.01,56930.695,57566,30824.322,30718.553,30785.307,30678.812,30011.803,31628.357,31002.33,31190.791,1.6094379124341,0
0,6,36,93386.36,93168.34,93484.26,93244.4,92700.31,95035.86,92211.4,94082.75,57217.633,57047.53,57261.797,57077.11,56618.6,58260.586,56091.57,57633.85,31084.297,31008.021,31074.568,31013.508,30744.322,31764.553,30357.26,31179.303,1.6094379124341,0
0,6,37,93255.89,92900.9,93374.29,93010.29,92381.91,95081.266,89606.87,94281.23,57031.74,56765.28,57119,56846.516,56407.01,58279.055,54405.016,57616.32,30867.375,30752.602,30910.014,30792.344,30594.05,31703.078,29427.068,31202.898,1.6094379124341,0
0,6,38,92798.78,92444.17,92780.77,92420.22,91041.805,95137.78,92039.74,94232.19,56725.266,56439.266,56685.65,56430.164,55376.504,58212.406,56234.234,57580.184,30646.625,30474.414,30656.664,30460.34,29904.377,31646.676,30513.121,31157.361,1.6094379124341,0
0,6,39,92828.86,92498.38,92810.85,92474.25,91391.82,94997.35,92277.305,94527.41,56770.367,56580.727,56758.723,56544.86,55759.4,58213.21,56386.402,57684.17,30875.654,30747.22,30826.703,30718.967,30188.36,31684.656,30645.902,31192.031,1.6094379124341,0
0,6,40,93558.586,93338.66,93530.05,93308.58,92538.04,95277.06,93102.055,94676.65,57264.207,57130.508,57261.664,57113.38,56440.47,58385.453,56972.72,57728.473,31240.363,31149.082,31215.836,31130.867,30653.56,31721.293,30992.602,31282.795,1.6094379124341,0
0,6,41,93424.87,93326.97,93327.93,93234.44,92927.52,95136.445,93522.95,94789.49,57225.53,57161.42,57213.75,57137.47,56880.242,58292.707,56973.926,57866.453,31361.76,31296.25,31348.514,31282.277,30982.977,31682.277,30922.744,31330.299,1.6094379124341,0
0,6,42,94409.97,94275.484,94423.57,94308.05,93929.484,94860.95,92897.445,94441.01,57731.28,57637.332,57736.367,57649.508,57385.992,58140.81,56556.1,57737.035,31460.906,31415.162,31471.877,31424.89,31226.082,31632.91,30530.404,31286.832,1.6094379124341,0
0,6,43,93903.05,93698.06,93963.016,93763.58,93531.96,94759.414,91498.53,94193.484,57321.086,57191.133,57371.14,57260.324,57044.188,58035.617,55598.13,57472.85,31074.05,31023.754,31098.475,31058.32,30983.287,31516.066,29831.518,31050.559,1.6094379124341,0
0,6,44,93477.94,93218.53,93599.97,93385.98,93269.49,94747.53,91155.41,93572,57170.656,56992.66,57273.44,57083.4,56930.43,58146.562,55654.875,57299.406,30973.248,30885.797,31037.725,30961.555,30900.494,31656.508,30015.527,31004.504,1.6094379124341,0
0,6,45,93081.17,92591.11,93201.1,92807.21,92724.26,94877.234,93048.22,94122.6,56946.223,56694.617,57024.914,56778.13,56731.152,58221.375,56681.367,57491.188,30880.83,30801.555,30936.094,30826.807,30843.365,31762.793,30700.338,31107.79,1.6094379124341,0
0,6,46,93731.97,93399.96,93651.51,93264.516,91501.98,94773.586,93567.016,94232.95,57231.418,56955.992,57175.207,56877.97,56094.65,58238.906,57138.94,57615.918,31014.646,30861.062,31007.918,30856.2,30502.771,31765.691,30901.63,31153.637,1.6094379124341,0
0,6,47,93753.234,93557.82,93759.75,93547.86,92080.74,94540.24,92554.9,94529.9,57306.633,57179.355,57290.707,57155.133,56292.72,58020.625,56736.64,57935.91,31075.914,30979.666,31066.496,30972.73,30525.746,31604.242,30909.188,31362.484,1.6094379124341,0
0,6,48,92808.74,92717.74,92856.26,92745.91,92486.89,94404.23,93039.41,94753.28,56928.02,56783.48,56977.406,56801.684,56526.926,57745.47,56764.477,57875.953,30968.178,30886.729,30975.215,30885.486,30597.26,31443.934,30723.729,31331.438,1.6094379124341,0
0,6,49,92891.695,92656.055,92931.164,92769.664,92624.63,94413.04,91935.14,94888.16,56787.496,56678.69,56781.742,56670.258,56492.797,57753.766,56064.535,57938.453,30832.084,30752.084,30860.545,30759.537,30579.77,31427.064,30231.31,31372.11,1.6094379124341,0
0,6,50,92895.914,92471.945,92831.35,92443.78,91850.84,94630.86,92484.78,94990.46,56722.586,56452.38,56733.83,56470.047,56069.35,57944.344,56298.875,58000.285,30641.658,30476.174,30650.87,30501.219,30369.37,31588.719,30320.934,31336.715,1.6094379124341,0
0,6,51,93353.984,93057.03,93385.4,93091.516,91989.93,94946.97,92020.97,94475.49,56844.777,56644.027,56863.51,56664.504,56013.277,58169.582,55985.305,57741.99,30668.877,30549.342,30698.062,30567.557,30185.566,31654.334,30174.389,31195.137,1.6094379124341,0
0,6,52,93278.88,92854.73,93151.29,92731.34,91622.87,94733.36,91932.84,94806.734,56594.11,56268.895,56543.117,56211.348,55603.617,58062.785,55373.29,57847.047,30363.574,30201.09,30348.36,30206.574,29837.52,31546.287,29581.273,31138.836,1.6094379124341,0
0,6,53,94127.195,93876.61,94228.164,93993.09,93172.555,95235.11,91085.67,94463.61,57221.914,56951.44,57299.406,57039.367,56513.14,58407.938,54865.934,57745.867,30637.31,30474.621,30692.887,30492.836,30298.373,31732.367,29405.852,31088.643,1.6094379124341,0
0,6,54,94040.22,93705.72,94138.88,93856.875,93315.86,95482.24,90732.78,94158.234,57489.18,57231.953,57570.684,57332.996,56893.492,58534.273,54886.008,57605.21,31056.25,30926.264,31106.547,30962.277,30723.521,31900.957,29674.209,31232.498,1.6094379124341,0
0,6,55,93758.22,93378.695,93873.164,93544.6,93124.27,95449.1,90101.14,94471.27,57292.848,57017.42,57359.094,57108.96,56753.637,58500.15,55310.656,57793.914,30964.451,30818.734,31021.994,30886.936,30703.754,31936.766,30255.01,31332.266,1.6094379124341,0
0,6,56,93035.195,92448.766,93182.71,92598.195,91694.13,95211.734,91842.23,94382.19,56822.96,56494.54,56863.51,56510.73,55811.324,58420.25,56459.742,57764.473,30902.873,30781.062,30917.363,30784.582,30342.564,31875.602,30817.803,31322.848,1.6094379124341,0
0,6,57,93400.16,93130.984,93384.63,93082.13,92209.1,95035.48,93581,94260.54,57326.17,57191.27,57309.44,57158.21,56529.2,58327.504,57159.684,57562.652,31223.287,31136.56,31195.861,31115.344,30736.354,31796.326,30987.531,31201.553,1.6094379124341,0
0,6,58,93104.35,93140.945,93066.805,93060.87,93312.79,94958.46,93977.38,94855.39,57095.844,57114.047,57084.07,57089.152,57012.6,58354.406,57162.63,57993.324,31178.889,31141.838,31144.322,31111.62,30831.152,31816.094,30925.643,31382.355,1.6094379124341,0
0,6,59,94488.9,94382.766,94426.26,94317.82,93477.36,94820.91,94299.81,94644.27,57674.938,57554.223,57649.91,57517.418,56812.656,58259.918,57259.254,57843.434,31273.066,31148.875,31245.848,31136.146,30616.82,31707.322,30852.576,31366.832,1.6094379124341,0
1,6,60,94403.45,94163.02,94416.484,94178.92,93321.414,94832.98,92781.35,95098.51,57412.36,57236.637,57414.098,57247.88,56500.426,58176.406,56134.395,57842.363,30920.156,30737.596,30906.91,30744.84,30272.396,31663.648,30094.596,31168.332,1.6094379124341,0
0,6,61,93847.11,93452.07,93886.19,93479.66,92187.64,94934.13,91134.72,94870.15,57021.836,56678.42,57049.67,56727.81,55838.36,58134.117,55522.38,57733.156,30544.375,30379.305,30579.873,30400.312,29989.861,31583.545,29924.352,31080.88,1.6094379124341,1
0,6,62,93181.945,92633.06,92994,92425.97,89993.48,94645.04,92862,95031.45,56547.266,56160.492,56452.516,56068.28,55008.332,57970.574,56231.023,57883.047,30382.615,30223.652,30363.678,30188.67,29699.668,31382.873,30244.35,31121.656,1.6094379124341,0
0,6,63,94381.805,94136.39,94381.805,94119.73,92548.77,95188.36,93483.3,95154.836,57521.297,57274.11,57494.8,57237.04,55970.85,58214.55,56608.293,57964.28,30988.875,30826.29,30925.125,30786.547,30122.54,31611.592,30311.309,31269.86,1.6094379124341,0
0,6,64,94776.66,94541.586,94750.02,94502.5,93540.58,95301.586,93646.14,95008.66,57772.234,57623.414,57768.49,57610.43,56765.145,58435.64,56981.688,57996,31340.855,31219.043,31332.885,31213.87,30577.803,31809.365,30775.06,31506.857,1.6094379124341,0
0,6,65,94939.12,94779.15,94981.266,94839.69,94275.1,95423.62,93004.734,95052.72,57871.137,57788.562,57911.152,57802.613,57463.617,58468.297,56678.56,58267.816,31530.35,31465.666,31550.428,31484.605,31216.146,31883.363,30625.617,31752.135,1.6094379124341,0
1,6,66,94964.79,94786.81,94979.73,94826.27,94345.79,95405.23,92520.23,95136.83,58193.54,58069.742,58192.6,58104.004,57739.043,58343.027,56343.04,58241.047,31855.42,31772.936,31854.902,31794.36,31603.105,31778.629,30460.133,31654.438,1.6094379124341,0
0,6,67,94889.305,94747.73,94948.88,94807.305,94471.27,95083.375,91369.79,94661.32,58064.12,57926.14,58106.145,58023.438,57870.867,58186.848,55612.85,57879.164,31526.83,31454.387,31584.062,31531.074,31471.877,31592.135,30050.818,31343.338,1.6094379124341,1
0,6,68,93841.555,93546.13,94077.58,93844.05,94059.57,94628.56,91378.6,93987.16,57289.633,57042.848,57441.133,57235.7,57531.203,57715.223,55783.22,57604.406,30937.646,30791.62,31071.566,30949.342,31040.105,31247.814,30348.566,31288.9,1.6094379124341,0
0,6,69,92568.5,92255.46,92825.03,92552.984,93021.4,94498.484,91336.45,94111.49,56700.773,56538.97,56805.43,56663.703,56783.48,57659.28,55896.44,57494.934,30822.562,30749.602,30864.271,30793.068,30780.338,31228.564,30417.285,31088.021,1.6094379124341,0
0,6,70,92350.1,92109.09,92288.03,92138.6,92205.65,94374.15,92170.59,94416.484,56597.59,56466.836,56600.4,56490.656,56356.555,57759.79,56118.336,57676.812,30780.338,30726.107,30809.11,30742.15,30518.398,31347.064,30317.105,31173.816,1.6094379124341,0
0,6,71,93665.875,93439.43,93651.31,93416.44,92363.32,94834.32,93210.875,94239.46,57318.14,57155.402,57303.418,57129.707,56496.41,58119.395,56754.17,57743.19,31190.17,31116.482,31189.445,31125.9,30743.39,31688.486,30693.404,31226.703,1.6094379124341,0
0,6,72,94213.22,94161.68,94201.34,94155.74,93459.734,94856.16,93343.25,94259.195,57675.875,57586.875,57654.195,57556.9,56989.984,58063.72,56987.44,57822.152,31397.258,31335.783,31386.287,31329.988,30946.547,31646.469,30867.79,31355.55,1.6094379124341,0
0,6,73,93771.24,93656.68,93816.266,93726.22,93518.74,94594.27,91636.66,94238.125,57476.062,57385.86,57530.4,57435.38,57231.82,57972.312,55872.35,57772.367,31271.1,31210.35,31314.152,31259.096,31059.871,31603.105,30207.402,31366.625,1.6094379124341,0
0,6,74,93261.83,92866.8,93397.85,93114.89,93239.8,94605.38,92927.91,94331.805,56959.336,56725.8,57093.035,56872.883,57023.58,58105.074,56394.03,57797.527,30895.94,30792.137,30972.42,30886.21,30966.936,31724.916,30365.125,31352.86,1.6094379124341,0
0,6,75,93869.91,93636.945,93847.49,93572.38,91542.016,94758.45,93544.03,94372.99,57356.016,57160.49,57303.285,57120.336,55923.34,58162.758,57159.816,58082.055,31115.137,30970.145,31057.078,30926.367,30392.55,31765.898,31060.596,31680.828,1.6094379124341,0
0,6,76,93977.38,93764.34,93956.88,93738.87,93121.02,94550.4,93449.39,94243.87,57343.168,57220.98,57296.863,57170.12,56764.61,57889.605,57065.734,57996.938,31184.27,31087.09,31123.312,31036.586,30703.547,31517.309,30900.805,31712.29,1.6094379124341,0
0,6,77,93384.25,93193.24,93399.195,93212.21,92533.83,94279.31,92671.766,94136.2,57074.836,56899.38,57073.094,56896.3,56475.668,57754.836,56634.39,57595.31,31011.645,30905.357,31007.4,30904.426,30566.936,31446.934,30678.605,31439.896,1.6094379124341,0
0,6,78,92853.19,92719.27,92895.15,92741.12,92230.17,94022.59,93310.11,93972.78,56663.97,56561.99,56684.312,56569.75,56250.293,57386.797,56756.047,57340.223,30688.748,30617.752,30709.238,30624.479,30429.498,31164.297,30674.258,31018.475,1.6094379124341,0
0,6,79,92890.74,92782.69,92978.68,92924.266,92706.63,94160.15,93992.13,93802.664,56810.113,56764.88,56809.848,56778.664,56629.44,57598.92,57337.145,57203.445,30860.648,30850.195,30847.918,30816.664,30731.904,31373.455,31017.646,30886.418,1.6094379124341,0
0,6,80,93789.445,93834.84,93591.92,93669.32,93512.805,94398.28,93738.29,94293.3,57315.598,57321.49,57249.082,57273.31,57172.8,57741.32,57372.746,57669.586,31216.871,31186.857,31178.889,31160.88,31094.852,31468.564,31226.082,31317.361,1.6094379124341,0
0,6,81,94191.375,94064.94,94171.45,94047.88,93452.45,94350.39,94110.914,94524.53,57706.254,57598.652,57678.016,57572.957,57139.207,57723.652,57557.7,57953.977,31491.125,31437.102,31427.582,31389.393,31112.86,31355.861,31345.305,31551.049,1.6094379124341,0
0,6,82,93610.125,93560.125,93596.14,93555.72,93057.23,93875.66,93064.12,94316.67,57135.727,57054.625,57119.938,57046.195,56628.637,57416.375,56447.965,57792.44,30992.705,30863.65,30985.46,30864.686,30493.664,31091.23,30283.988,31392.395,1.6094379124341,0
0,6,83,92148.75,91344.305,91997.79,91275.72,90672.82,93601.88,92037.83,94152.3,55606.96,55167.992,55620.48,55247.49,54932.715,56964.957,55576.047,57341.027,29626.395,29452.217,29707.43,29489.475,29261.17,30676.95,29831.725,30812.73,1.6094379124341,0
0,6,84,90424.73,89698.63,90444.65,89692.695,89279.65,93549.2,92959.13,93699.21,54961.49,54697.57,54915.586,54663.312,54462.293,56983.293,56375.293,56984.766,29582.41,29401.61,29529.422,29358.867,29196.9,30668.67,30235.139,30518.605,1.6094379124341,0
0,6,85,92935.95,92681.92,92740.92,92460.45,90107.85,94019.914,93429.84,93972.98,56492.26,56275.855,56310.52,56101.34,55155.812,57405.266,56940.066,57374.617,30480.727,30365.746,30412.94,30299.719,29808.232,30928.229,30961.451,30874.516,1.6094379124341,0
0,6,86,93422.57,93198.04,93368.54,93121.02,92146.07,94169.16,93935.62,93849.984,57183.24,57132.65,57137.734,57096.383,56443.01,57667.71,57394.96,57559.44,31098.475,31083.469,31058.941,31051.695,30547.998,31318.707,31300.492,31136.975,1.6094379124341,0
0,6,87,94020.3,93937.73,93901.33,93785.23,92500.69,94004.2,94557.68,94073.17,57464.688,57353.605,57366.723,57255.64,56398.98,57622.477,57855.613,57585.67,31269.031,31202.484,31197.518,31131.799,30548.516,31322.227,31530.764,31215.215,1.6094379124341,0
0,6,88,94316.67,94243.68,94213.6,94110.72,92830.77,94276.63,94604.62,94166.28,57602.938,57510.727,57485.7,57398.17,56434.98,57599.723,57816.266,57716.293,31289.832,31210.764,31217.285,31144.84,30594.568,31270.79,31463.598,31259.096,1.6094379124341,0
0,6,89,94467.445,94355.37,94406.33,94287.94,93296.31,94416.29,93928.914,93793.85,57694.344,57640.14,57617.39,57561.047,56900.316,57604.406,57407.14,57504.836,31249.781,31204.244,31177.75,31139.768,30732.732,31267.996,31295.008,31313.016,1.6094379124341,0
0,6,90,93783.89,93589.43,93783.89,93587.33,92793.42,94163.79,93268.34,94547.336,57429.09,57322.29,57403.125,57293.113,56712.55,57508.05,57163.832,57632.113,31219.56,31177.543,31160.777,31136.768,30808.592,31199.588,31082.848,31350.064,1.6094379124341,0
0,6,91,93224.86,93110.87,93190.945,93082.516,92383.44,93657.445,92989.98,94511.51,57183.508,57024.78,57156.74,57010.06,56436.99,57371.81,56890.816,57707.727,31126.107,31005.332,31121.863,31000.57,30654.8,31192.549,30919.328,31302.355,1.6094379124341,0
0,6,92,92648.01,92495.89,92682.875,92502.41,91680.914,93432.914,92935.95,93633.5,56593.574,56471.383,56586.08,56462.15,55922.406,57143.89,56666.38,57245.605,30664.84,30579.355,30643.832,30560.623,30220.133,31003.572,30685.643,31009.367,1.6094379124341,0
0,7,1,91246.22,91063.45,91154.07,90887.58,89879.484,92939.79,91572.48,92396.46,55710.547,55600.27,55616.062,55470.32,55177.36,56542.316,56045.53,56149.117,30135.166,30049.059,30064.688,30013.043,29934.906,30491.594,30351.672,30226.342,1.79175946922806,0
0,7,2,92204.31,92010.05,92124.805,91934.56,91544.51,93339.805,91743.75,92800.51,56375.023,56327.78,56348.527,56303.83,56053.83,56967.234,56122.484,56557.305,30642.486,30617.338,30620.441,30606.678,30435.5,30904.322,30482.176,30511.672,1.79175946922806,0
0,7,3,92996.875,92849.17,92925.99,92767.94,92411.02,93549.01,91890.695,93414.91,56861.37,56802.086,56850.13,56780.402,56632.92,57245.336,56192.88,57032.41,30995.086,30940.027,30964.865,30932.783,30737.078,31158.086,30533.818,30948.307,1.79175946922806,0
0,7,4,92405.086,92165.04,92353.164,92165.61,92074.61,93661.66,91918.086,93304.555,56470.312,56385.062,56495.742,56400.05,56305.566,57267.016,55877.57,56979.01,30700.959,30587.22,30700.752,30588.98,30508.773,31123.002,30120.676,30957.207,1.79175946922806,0
0,7,5,91300.82,91281.28,91222.27,91265.19,91174.19,93282.33,92270.21,93712.234,55770.37,55722.86,55712.824,55694.086,55649.387,56842.367,55882.523,57151.79,30185.463,30138.787,30129.99,30109.705,30051.025,30825.047,30039.744,30968.488,1.79175946922806,0
0,7,6,93330.03,93167,93152.055,92984.62,91961,93109.52,92880.016,93369.5,56830.457,56763.004,56721.785,56661.96,56180.97,56786.69,56521.707,56979.812,30746.91,30679.434,30700.13,30649.938,30455.889,30685.125,30483.107,30771.438,1.79175946922806,0
0,7,7,93461.65,93378.695,93507.625,93432.15,93110.1,94071.26,92565.63,92967.18,57105.08,57029.867,57155.8,57068.68,56885.33,57414.367,56382.652,56520.902,30957.621,30920.674,30974.387,30941.89,30829.395,31059.148,30417.906,30392.654,1.79175946922806,0
0,7,8,92492.445,92592.45,92677.32,92739.97,92808.36,93693.84,92219.83,93185.97,56310.25,56348.258,56389.08,56458.27,56615.254,57368.73,56037.77,56917.984,30369.887,30402.9,30437.156,30440.365,30680.883,31098.889,30112.086,30714.31,1.79175946922806,0
0,7,9,92013.11,91772.875,92055.45,91804.29,92138.79,93441.53,89659.36,93265.664,55899.117,55731.156,55933.38,55771.04,56078.05,57158.08,54511.41,56927.617,30004.764,29907.48,30029.19,29936.459,30150.275,30842.537,29332.994,30627.791,1.79175946922806,0
0,7,10,90935.09,90424.34,91372.28,90804.44,92338.23,93383.68,91014.02,92696.48,55268.902,55081.402,55364.324,55174.816,56215.9,56968.168,55434.85,56607.09,29837.209,29611.7,29788.672,29697.39,30237.934,30576.146,29800.678,30484.143,1.79175946922806,0
0,7,11,91621.14,91526.5,91958.516,91787.05,92337.65,93849.6,91571.52,92607.97,56017.56,55900.32,56204.523,56074.84,56536.293,57551.543,55767.293,56698.363,30357.467,30288.541,30414.285,30347.531,30596.535,31223.287,29965.748,30619.512,1.79175946922806,0
0,7,12,92301.055,92042.42,92486.51,92233.43,92390.91,94056.51,91246.41,92590.92,56570.285,56443.01,56629.04,56517.02,56563.996,57804.355,55671.336,56799.273,30678.295,30617.234,30718.553,30661.322,30671.258,31311.98,30040.78,30780.027,1.79175946922806,0
0,7,13,92329.22,92178.26,92404.125,92228.26,92286.12,94090.23,90737.19,92959.71,56612.58,56535.758,56658.348,56589.023,56548.875,57720.844,55341.574,56809.043,30726.832,30699.613,30756.639,30739.148,30716.07,31276.068,29890.404,30746.91,1.79175946922806,0
0,7,14,91946.63,92067.14,92058.13,92158.14,92213.125,93680.05,92503.555,93983.516,56240.523,56256.85,56301.285,56317.344,56417.047,57229.543,56059.85,57139.074,30440.365,30449.059,30447.092,30470.377,30549.342,30898.838,29999.59,30730.352,1.79175946922806,0
0,7,15,93003.39,92841.31,92954.34,92808.94,92251.82,93750.36,91159.81,93622.96,56609.5,56544.188,56577.246,56526.656,56372.215,57073.227,55211.49,57148.176,30522.64,30505.152,30520.158,30516.432,30452.99,30704.686,29644.195,30799.484,1.79175946922806,0
0,7,16,93336.74,93180.41,93365.28,93243.82,92932.89,94045.77,89627.75,93609.74,56944.348,56836.48,56975.797,56888.004,56713.49,57508.586,54471.797,57148.844,30729.006,30659.252,30735.732,30679.951,30641.244,30963.209,29287.768,30831.98,1.79175946922806,0
0,7,17,93477.55,93229.45,93572.96,93379.08,93308.96,94169.92,89566.445,93978.914,57106.285,56914.77,57208.266,57025.984,57009.793,57815.996,54746.285,57531.6,30940.648,30841.605,31003.365,30913.637,30880.83,31530.35,29661.168,31143.908,1.79175946922806,0
0,7,18,92800.89,92303.74,92915.836,92442.25,92233.234,94322.23,90876.27,93993.86,56603.88,56160.09,56713.086,56311.32,56204.39,57875.82,55255.918,57588.617,30556.174,30403.107,30626.652,30460.133,30355.398,31575.37,30004.35,31223.39,1.79175946922806,0
0,7,19,92801.46,92448.38,92727.516,92356.42,90621.48,93891.94,91783.41,94023.36,56521.438,56271.17,56487.445,56230.35,55188.2,57659.145,55558.38,57625.957,30495.113,30346.395,30465.928,30323.625,29839.176,31315.395,29925.695,31149.6,1.79175946922806,0
0,7,20,93061.44,92512.37,93002.81,92452.41,90408.44,94135.82,92094.914,94149.42,56457.465,56028.4,56452.65,55999.223,55110.71,57715.49,55720.184,57677.48,30308.826,30112.81,30266.809,30076.277,29559.021,31329.264,29701.324,31235.293,1.79175946922806,0
0,7,21,93218.53,93098.99,93262.984,93142.09,92425.01,94451.55,91580.91,93368.54,56884.793,56684.043,56908.48,56707.465,56055.97,57949.027,55455.465,57121.008,30581.84,30479.795,30619.305,30494.078,30068.309,31523.312,29683.523,30885.59,1.79175946922806,0
0,7,22,92935.38,92713.53,93086.34,92838.44,92762.38,94612.85,89464.52,93062.016,56630.51,56505.51,56765.816,56624.62,56653.26,58131.305,54475.812,56873.816,30576.146,30529.162,30669.188,30603.676,30614.957,31590.168,29336.719,30725.486,1.79175946922806,0
0,7,23,92520.61,92134.19,92616.2,92282.664,92246.266,94554.61,90654.62,92832.12,56562.39,56316.406,56658.883,56417.72,56307.707,58058.637,55245.48,56888.94,30642.9,30555.656,30704.686,30610.92,30523.676,31517.93,29860.703,30875.654,1.79175946922806,0
