Ix,t,l,g.300.38N.4W,g.300.39N.4W,g.300.38N.3W,g.300.39N.3W,g.300.45N.5E,g.300.35N.5E,g.300.45N.10W,g.300.35N.10W,g.500.38N.4W,g.500.39N.4W,g.500.38N.3W,g.500.39N.3W,g.500.45N.5E,g.500.35N.5E,g.500.45N.10W,g.500.35N.10W,g.700.38N.4W,g.700.39N.4W,g.700.38N.3W,g.700.39N.3W,g.700.45N.5E,g.700.35N.5E,g.700.45N.10W,g.700.35N.10W,trend,Ix.lag1
0,1,1,92413.13,92359.68,92571.19,92480.19,91813.68,93298.62,92628.27,91646.234,56504.707,56472.055,56568.95,56539.773,56356.555,57106.953,56763.94,56210.547,30599.02,30596.328,30651.076,30648.074,30787.064,30986.807,30854.543,30361.09,-Inf,0
0,1,2,92249.33,92390.336,92328.836,92431.91,91689.34,93210.875,92580.38,91771.336,56460.277,56530.27,56523.71,56579.79,56298.07,57040.04,56758.32,55972.457,30589.188,30624.79,30638.863,30681.502,30708.41,30950.791,30798.242,30154.621,-Inf,0
0,1,3,91867.7,91987.83,91854.68,91990.695,91542.21,92331.33,92041.66,91700.266,56115.656,56164.105,56119.67,56170.13,56103.08,56641.35,56368.332,56000.562,30363.678,30411.697,30374.44,30420.701,30560.934,30679.64,30497.7,30215.889,-Inf,0
0,1,4,92055.836,92073.266,92013.305,92041.27,91657.734,92333.82,91421.32,92260.25,56140.82,56151.523,56118.74,56139.48,56103.21,56604.28,55778.535,56328.453,30295.682,30318.762,30294.44,30319.176,30455.475,30765.021,30113.225,30392.24,-Inf,0
0,1,5,92197.8,92125.766,92251.25,92184.766,91884.18,92488.234,90414.19,92157.18,56309.984,56251.633,56330.86,56269.43,56183.11,56465.363,55150.727,56328.72,30437.26,30405.695,30432.19,30406.938,30469.447,30464.479,29732.682,30541.684,-Inf,0
0,1,6,91793.18,91740.305,91942.23,91871.34,92433.82,92741.31,90450.78,92245.69,56242.934,56238.383,56281.344,56258.19,56436.59,56720.848,55364.59,56576.44,30562.28,30574.285,30548.205,30560.209,30614.232,30720.002,30052.992,30726.521,-Inf,0
0,1,7,91876.516,91866.94,91899.89,91920.39,92408.914,92505.86,91918.86,92138.41,56304.9,56282.01,56254.176,56202.65,56534.418,56638.14,56269.43,56447.16,30598.088,30602.537,30523.365,30521.297,30736.354,30686.367,30610.61,30632.344,-Inf,0
0,1,8,91948.36,92137.83,92031.89,92174.805,92404.32,92804.336,92515.24,91589.336,56300.21,56274.383,56304.9,56267.426,56404.47,56749.89,56248.957,56175.348,30466.86,30473.586,30459.305,30440.365,30545.307,30642.59,30309.344,30510.12,-Inf,0
0,1,9,92493.59,92484.59,92514.48,92454.13,91993,93050.13,92697.625,92458.54,56510.598,56499.355,56531.074,56496.277,56077.516,56981.285,56297.805,56425.883,30529.37,30523.262,30543.236,30529.162,30316.38,30803.107,30227.998,30479.795,-Inf,0
0,1,10,93470.27,93570.27,93487.9,93558.4,91281.85,94025.28,93459.734,92912.39,57123.016,57124.22,57144.023,57132.918,55681.906,57672.527,56870.473,56787.766,30950.998,30928.021,30975.215,30935.475,30095.527,31316.016,30639.484,30739.562,-Inf,0
0,1,11,93515.87,93670.28,93515.87,93646.91,93308.766,93809.37,93550.734,93158.76,57343.97,57397.77,57372.477,57398.305,56840.492,57690.46,57255.24,57080.59,31326.883,31340.129,31336.818,31337.854,30607.816,31461.32,31195.861,31132.627,-Inf,0
0,1,12,93263.555,93360.49,93200.14,93300.15,93123.51,93310.49,92669.086,93755.53,57076.574,57122.746,57050.61,57088.484,56781.742,57279.062,56409.82,57273.04,31107.79,31104.373,31096.611,31078.81,30732.111,31207.867,30544.79,31141.32,-Inf,0
0,1,13,92972.93,92862,92969.87,92853.38,92208.91,92847.445,91566.35,93435.98,56813.594,56698.766,56807.84,56699.57,56138.008,56750.29,55561.594,57159.55,30705.41,30601.4,30727.66,30617.959,30294.44,30778.475,30010.975,30931.23,-Inf,0
0,1,14,92858.75,92746.67,92812.766,92688.24,91827.28,93090.75,92290.14,93833.695,56629.305,56504.707,56636.266,56504.977,55929.496,56874.22,55951.715,57155.8,30578.941,30507.945,30617.752,30549.445,30240.418,30809.42,30043.988,30880.416,-Inf,0
0,1,15,93899.984,93905.16,93762.05,93770.09,92685.56,93439.62,93908.99,94717.65,57360.297,57342.766,57284.016,57268.223,56631.582,57273.977,57339.82,57838.48,31152.498,31164.812,31143.805,31151.566,30668.773,31251.23,31162.537,31365.28,-Inf,0
0,1,16,94659.41,94663.81,94566.875,94574.34,93543.836,93636.37,94517.445,95061.34,57857.484,57867.656,57814.258,57829.246,57210.94,57276.652,57875.152,58060.508,31485.123,31534.18,31479.121,31512.652,31186.65,31262.2,31665.201,31339.406,-Inf,0
0,1,17,94749.07,94731.06,94731.63,94713.625,94147.125,93413.18,93841.17,94769.18,57960.535,57953.58,57951.035,57946.75,57633.582,57202.11,57504.57,57965.62,31411.643,31443.934,31411.953,31433.17,31418.682,31101.373,31334.645,31333.195,-Inf,0
0,1,18,94453.84,94449.24,94446.75,94444.266,94312.266,93318.34,94335.26,94827.234,57906.867,57906.47,57879.164,57880.637,57884.92,57190.867,57631.977,58191.4,31446.625,31482.121,31438.654,31464.424,31563.674,31121.863,31382.355,31492.16,-Inf,0
0,1,19,94376.83,94391.39,94351.92,94367.44,93421.8,93570.47,94257.47,94888.34,57940.594,57934.04,57902.855,57896.297,57411.156,57371.406,57822.152,58311.043,31538.215,31563.777,31509.236,31532.73,31332.266,31162.02,31506.443,31704.734,-Inf,0
0,1,20,94535.65,94507.68,94477.22,94447.14,93731.2,93779.09,94039.266,95012.68,57974.32,57963.21,57920.79,57911.555,57211.21,57411.29,57591.023,58280.527,31646.365,31675.137,31617.076,31630.117,30969.834,31247.918,31348.1,31658.162,-Inf,0
0,1,21,94466.87,94450.77,94390.234,94403.266,93643.266,94004.4,93272.75,94624.734,57815.73,57804.22,57770.227,57751.625,57150.984,57543.113,56960.676,57996.67,31421.785,31410.299,31406.158,31378.215,30808.074,31159.95,30879.795,31375.215,-Inf,0
0,1,22,94302.49,94219.54,94294.64,94235.055,93831.016,93849.984,90985.48,94436.984,57750.82,57690.996,57763.8,57710,57312.52,57531.07,55758.996,57832.86,31333.195,31305.355,31370.66,31324.916,31013.404,31272.86,30256.873,31262.406,-Inf,0
0,1,23,94135.24,93940.6,94178.16,93983.7,93367.2,94265.13,92720.62,94050.76,57615.383,57494.664,57651.652,57520.9,57076.707,57668.65,56529.2,57665.703,31209.729,31126.418,31266.65,31171.23,30983.39,31295.525,30596.432,31227.115,-Inf,0
0,1,24,93329.46,93313.37,93426.016,93306.47,92575.016,94308.43,92912.39,93520.84,57196.22,57063.457,57225.53,57068.008,56375.695,57659.95,56722.99,57491.188,30941.787,30843.469,30979.045,30847.299,30487.246,31259.303,30773.715,31197.31,-Inf,0
0,1,25,93526.98,93256.66,93467.016,93153.016,91303.12,94014.55,93071.59,93994.05,57066.137,56868.598,57017.555,56797.133,55699.04,57438.055,56854.812,57534.15,30748.463,30637.621,30748.36,30603.986,30090.25,31174.127,30846.264,31092.99,-Inf,0
0,1,26,93383.484,93288.46,93409.92,93277.35,91406.38,94156.51,93169.875,93895.38,57090.36,57014.344,57087.547,56991.86,55704.793,57651.652,57223.79,57427.617,30818.527,30766.16,30834.982,30765.229,30108.568,31322.95,31186.857,30942.822,-Inf,0
0,1,27,93535.984,93326.01,93525.445,93299.95,92411.41,94068,93737.52,93860.9,57350.664,57241.188,57344.24,57227.535,56551.418,57698.76,57390.945,57573.227,31088.85,31067.428,31089.885,31040.83,30623.857,31399.535,31310.324,31147.943,-Inf,0
0,1,28,93081.555,92963.92,93150.52,93020.44,92455.086,94098.08,93378.5,93229.07,57132.113,57056.367,57178.02,57074.566,56311.59,57720.31,57141.348,57264.61,31070.531,31038.035,31086.262,31038.242,30460.03,31393.738,30952.24,31061.32,-Inf,0
0,1,29,92864.11,92781.54,92770.05,92660.08,92038.98,93810.13,92477.12,93881.59,56788.434,56701.176,56787.094,56686.184,55817.883,57410.35,56360.168,57234.363,30737.803,30710.584,30745.047,30698.785,29878.607,31097.854,30374.543,30833.844,-Inf,0
0,1,30,93174.664,92974.84,93246.31,93049.18,91967.33,94297.7,91079.164,93577.17,56814.13,56646.305,56875.824,56714.29,55815.605,57693.81,55417.32,57050.344,30575.94,30474.31,30645.488,30538.477,29850.25,31256.922,29785.566,30683.469,-Inf,0
0,1,31,93030.79,92814.875,93132.32,92940.36,91959.28,94724.35,90779.336,93281.375,56658.617,56495.473,56771.438,56601.203,55949.973,57991.85,55395.64,56713.62,30447.092,30339.562,30530.404,30412.836,30163.832,31367.865,29924.145,30478.14,-Inf,0
0,1,32,92758.55,92354.125,92938.63,92536.51,91607.16,94784.125,91380.13,93169.11,56420.527,56193.95,56539.24,56317.477,55763.277,57908.207,55813.734,56570.42,30337.184,30243.21,30421.219,30287.195,29949.396,31189.963,30130.922,30414.182,-Inf,0
0,1,33,92167.336,91867.9,92280.75,91915.41,90818.23,94679.91,92580.766,93353.41,56227.406,56149.383,56240.39,56119.406,55402.867,57670.12,56446.625,56898.176,30402.486,30377.234,30422.46,30360.986,29806.783,31005.021,30550.273,30690.713,-Inf,0
0,1,34,93436.74,93303.21,93414.71,93268.34,91926.33,94232.19,93108.76,93974.7,57148.844,57059.445,57118.863,57023.844,56030.676,57412.625,56627.164,57497.88,30928.332,30905.564,30929.781,30884.762,30250.248,30974.49,30606.781,31117.31,-Inf,0
0,1,35,94411.88,94375.3,94379.32,94342.34,92557.97,94038.88,93656.87,94553.84,57591.56,57558.234,57548.6,57493.594,56256.047,57473.79,57015.812,57811.047,31193.273,31165.848,31185.512,31145.357,30413.56,31017.543,30750.844,31282.277,-Inf,0
0,1,36,93817.22,93661.27,93880.25,93728.14,92879.25,94467.25,91889.734,94112.26,57314.66,57217.23,57337.414,57223.254,56467.234,57611.637,55880.918,57510.19,30974.594,30941.062,31001.605,30952.344,30365.332,31157.775,30073.793,31118.035,-Inf,0
0,1,37,93341.53,93167.38,93364.9,93153.4,92152.39,94536.414,91072.45,94086.39,56968.438,56811.184,56989.582,56842.902,56056.906,57713.348,55118.61,57362.84,30714.518,30565.281,30757.984,30610.816,30206.988,31242.02,29626.498,31009.264,-Inf,0
0,1,38,93777.375,93353.41,93659.74,93169.875,90657.305,94462.84,92437.84,94915.36,56954.92,56726.734,56891.484,56640.414,55245.75,57697.42,56125.027,57694.746,30611.127,30516.639,30608.334,30492.111,29712.398,31212.11,30232.654,30999.121,-Inf,0
0,1,39,94743.125,94568.984,94711.516,94511.125,91928.055,94873.59,93708.98,94801.56,57630.773,57544.85,57604.81,57495.6,55758.863,57838.08,56772.773,57705.05,31057.492,31006.986,31049.938,30986.186,29950.947,31166.262,30573.975,31035.965,-Inf,0
0,1,40,94395.22,94405.76,94445.22,94425.68,93470.27,95116.13,92757.21,94336.21,57586.207,57581.523,57633.72,57609.227,56623.688,58099.723,56109.5,57624.215,31174.438,31133.145,31225.46,31163.158,30418.941,31428.41,30196.123,31093.922,-Inf,0
0,1,41,94337.17,94109.57,94334.68,94116.086,92700.12,95002.72,90975.71,94781.06,57637.062,57456.793,57645.36,57483.56,56486.508,58193.54,55642.293,57980.344,31196.068,31104.58,31218.629,31121.139,30576.871,31656.611,30197.88,31367.14,-Inf,0
0,1,42,94647.72,94437.17,94624.16,94415.336,91891.266,94920.34,93091.71,94926.664,57835.805,57704.516,57835.805,57687.785,56088.758,58190.594,56801.01,58101.73,31327.297,31264.062,31349.86,31275.861,30474.104,31636.533,30883.52,31386.287,-Inf,0
0,1,43,94703.85,94569.37,94761.91,94621.86,93271.414,95220.93,92683.45,94866.51,58048.33,57923.598,58072.285,57942.87,57018.758,58306.625,56484.633,58053.28,31435.965,31371.178,31461.527,31386.184,30882.486,31643.984,30513.018,31457.49,-Inf,0
0,1,44,94242.914,93982.94,94266.29,94000.375,92704.91,94969.96,91734.37,94767.46,57541.508,57338.887,57567.605,57377.297,56540.574,58113.773,55951.043,57982.887,31160.26,31092.576,31182.82,31109.549,30677.57,31495.266,30237.312,31450.246,-Inf,0
0,1,45,93994.625,93726.22,94003.25,93732.164,91987.63,94644.66,91813.1,94566.68,57196.754,56967.234,57224.324,56987.71,56022.242,57862.57,56029.74,57738.242,30844.09,30717.932,30886.418,30752.602,30299.615,31289.418,30295.682,31168.85,-Inf,0
0,1,46,93371.99,93332.52,93076.95,93052.055,91314.99,94413.04,93608.98,94464,57152.324,57065.332,57017.688,56932.84,55862.582,57766.08,56627.566,57811.18,30940.855,30904.115,30927.814,30890.662,30282.643,31242.64,30455.371,31183.648,-Inf,0
0,1,47,95122.65,95094.68,95115.18,95087.2,93995.77,94549.25,93946.16,94968.62,58047.125,57951.3,58038.56,57944.074,57020.098,57760.324,56747.08,58075.098,31382.77,31309.29,31393.016,31314.465,30674.982,31218.525,30292.268,31383.494,-Inf,0
0,1,48,94940.65,94944.09,95021.11,94992.76,94045.77,95139.695,93286.734,94298.28,57984.223,57937.652,58025.98,57966.69,57260.727,58003.9,56706.395,57854.94,31316.637,31282.38,31348.926,31295.94,30971.695,31302.873,30532.887,31370.143,-Inf,0
0,1,49,94076.625,93998.07,94042.71,93977.58,93879.68,95037.2,92788.055,94529.13,57570.547,57508.586,57600.797,57532.004,57157.543,58027.32,56684.848,57904.863,31172.68,31168.229,31232.498,31215.422,30950.48,31360.932,30755.914,31302.666,-Inf,0
0,1,50,93965.695,93769.71,94005.734,93757.26,92677.13,94830.11,93343.25,94446.75,57527.055,57405.535,57537.36,57406.336,56655.27,58049.535,57026.254,57881.31,31194.826,31187.582,31232.498,31211.281,30715.242,31572.988,31014.543,31339.51,-Inf,0
0,1,51,94360.734,94226.82,94342.73,94201.73,92539.766,94815.734,93558.4,94685.84,57767.684,57656.203,57763.938,57643.754,56536.023,58117.656,57205.453,58114.977,31383.701,31378.94,31395.188,31375.523,30567.764,31643.984,31124.451,31545.977,-Inf,0
0,1,52,94100.95,94066.47,94112.445,94050.95,92344.35,94517.445,93689.44,94172.414,57670.254,57600.258,57671.992,57586.742,56357.227,57991.184,57326.438,57787.758,31347.375,31317.154,31369.107,31317.879,30489.11,31544.838,31197.414,31398.604,-Inf,0
