Ix,t,l,g.300.41N.5W,g.300.42N.5W,g.300.41N.4W,g.300.42N.4W,g.300.45N.5E,g.300.35N.5E,g.300.45N.10W,g.300.35N.10W,g.500.41N.5W,g.500.42N.5W,g.500.41N.4W,g.500.42N.4W,g.500.45N.5E,g.500.35N.5E,g.500.45N.10W,g.500.35N.10W,g.700.41N.5W,g.700.42N.5W,g.700.41N.4W,g.700.42N.4W,g.700.45N.5E,g.700.35N.5E,g.700.45N.10W,g.700.35N.10W,trend,Ix.lag1
0,1,1,92166.19,92211.2,92228.26,92237.65,91813.68,93298.62,92628.27,91646.234,56360.703,56415.977,56418.79,56439.266,56356.555,57106.953,56763.94,56210.547,30595.293,30624.271,30642.28,30655.318,30787.064,30986.807,30854.543,30361.09,-Inf,0
0,1,2,92486.31,92415.24,92500.305,92414.28,91689.34,93210.875,92580.38,91771.336,56586.48,56602.54,56608.293,56618.734,56298.07,57040.04,56758.32,55972.457,30689.988,30728.488,30717.725,30744.426,30708.41,30950.791,30798.242,30154.621,-Inf,0
0,1,3,92070.2,92050.28,92064.836,92034.19,91542.21,92331.33,92041.66,91700.266,56284.42,56307.574,56280.406,56308.11,56103.08,56641.35,56368.332,56000.562,30486.627,30501.426,30495.217,30502.15,30560.934,30679.64,30497.7,30215.889,-Inf,0
0,1,4,92022.31,91964.836,92030.734,91961.766,91657.734,92333.82,91421.32,92260.25,56093.31,56059.715,56112.043,56080.46,56103.21,56604.28,55778.535,56328.453,30330.766,30320.52,30354.984,30344.014,30455.475,30765.021,30113.225,30392.24,-Inf,0
0,1,5,91878.81,91768.66,91975.18,91889.164,91884.18,92488.234,90414.19,92157.18,56079.12,55988.652,56125.43,56043.926,56183.11,56465.363,55150.727,56328.72,30282.021,30215.475,30321.762,30233.172,30469.447,30464.479,29732.682,30541.684,-Inf,0
0,1,6,91576.31,91498.72,91690.69,91584.164,92433.82,92741.31,90450.78,92245.69,56180.434,56111.11,56193.15,56129.844,56436.59,56720.848,55364.59,56576.44,30566.213,30511.465,30582.771,30548.205,30614.232,30720.002,30052.992,30726.521,-Inf,0
0,1,7,91754.86,91756.4,91866.94,91861.95,92408.914,92505.86,91918.86,92138.41,56296.734,56285.492,56279.47,56278.934,56534.418,56638.14,56269.43,56447.16,30662.771,30683.365,30620.545,30647.867,30736.354,30686.367,30610.61,30632.344,-Inf,0
0,1,8,92345.31,92368.875,92332.86,92367.34,92404.32,92804.336,92515.24,91589.336,56383.188,56391.35,56367.4,56372.883,56404.47,56749.89,56248.957,56175.348,30532.059,30498.32,30520.78,30491.8,30545.307,30642.59,30309.344,30510.12,-Inf,0
0,1,9,92542.64,92520.99,92477.5,92438.04,91993,93050.13,92697.625,92458.54,56428.56,56389.08,56410.09,56348.125,56077.516,56981.285,56297.805,56425.883,30490.766,30422.564,30504.428,30425.152,30316.38,30803.107,30227.998,30479.795,-Inf,0
0,1,10,93608.4,93550.734,93561.27,93494.79,91281.85,94025.28,93459.734,92912.39,57012.734,56917.715,56991.992,56890.01,55681.906,57672.527,56870.473,56787.766,30802.797,30734.283,30802.486,30715.553,30095.527,31316.016,30639.484,30739.562,-Inf,0
0,1,11,93821.82,93789.25,93787.336,93748.83,93308.766,93809.37,93550.734,93158.76,57433.24,57379.035,57399.51,57336.742,56840.492,57690.46,57255.24,57080.59,31228.047,31173.816,31231.049,31158.604,30607.816,31461.32,31195.861,31132.627,-Inf,0
0,1,12,93533.49,93522,93472.57,93471.61,93123.51,93310.49,92669.086,93755.53,57209.6,57161.56,57178.285,57145.363,56781.742,57279.062,56409.82,57273.04,31022.098,30930.092,31017.129,30926.367,30732.111,31207.867,30544.79,31141.32,-Inf,0
0,1,13,92511.03,92252.016,92533.445,92285.92,92208.91,92847.445,91566.35,93435.98,56398.58,56224.598,56408.082,56237.312,56138.008,56750.29,55561.594,57159.55,30421.943,30328.697,30457.648,30346.703,30294.44,30778.475,30010.975,30931.23,-Inf,0
0,1,14,92649.16,92531.72,92574.25,92459.11,91827.28,93090.75,92290.14,93833.695,56290.31,56180.566,56277.195,56169.06,55929.496,56874.22,55951.715,57155.8,30396.174,30341.012,30424.738,30355.5,30240.418,30809.42,30043.988,30880.416,-Inf,0
0,1,15,93945.01,93883.125,93843.086,93792.125,92685.56,93439.62,93908.99,94717.65,57382.246,57342.098,57309.04,57272.24,56631.582,57273.977,57339.82,57838.48,31174.023,31142.252,31148.771,31103.027,30668.773,31251.23,31162.537,31365.28,-Inf,0
0,1,16,94679.33,94649.445,94613.81,94584.88,93543.836,93636.37,94517.445,95061.34,57957.457,57977.266,57916.64,57944.477,57210.94,57276.652,57875.152,58060.508,31627.943,31641.396,31607.348,31617.904,31186.65,31262.2,31665.201,31339.406,-Inf,0
0,1,17,94635.65,94589.67,94652.125,94610.17,94147.125,93413.18,93841.17,94769.18,57941.53,57952.773,57958.527,57974.32,57633.582,57202.11,57504.57,57965.62,31513.377,31529.418,31518.861,31543.7,31418.682,31101.373,31334.645,31333.195,-Inf,0
0,1,18,94449.82,94471.66,94461.31,94480.664,94312.266,93318.34,94335.26,94827.234,57912.89,57887.465,57911.152,57905.4,57884.92,57190.867,57631.977,58191.4,31547.426,31561.604,31538.836,31555.084,31563.674,31121.863,31382.355,31492.16,-Inf,0
0,1,19,94492.35,94520.32,94474.914,94505.95,93421.8,93570.47,94257.47,94888.34,57941.13,57915.3,57909.812,57886.125,57411.156,57371.406,57822.152,58311.043,31653.195,31634.256,31632.186,31615.938,31332.266,31162.02,31506.443,31704.734,-Inf,0
0,1,20,94459.2,94383.73,94407.09,94333.15,93731.2,93779.09,94039.266,95012.68,57966.96,57925.07,57926.008,57898.305,57211.21,57411.29,57591.023,58280.527,31647.607,31601.863,31645.123,31600.828,30969.834,31247.918,31348.1,31658.162,-Inf,0
0,1,21,94359.77,94292.73,94373.766,94326.25,93643.266,94004.4,93272.75,94624.734,57799.938,57744.4,57777.855,57746.406,57150.984,57543.113,56960.676,57996.67,31333.61,31287.66,31347.79,31281.863,30808.074,31159.95,30879.795,31375.215,-Inf,0
0,1,22,93856.49,93632.16,93944.625,93758.984,93831.016,93849.984,90985.48,94436.984,57424.805,57256.312,57494.266,57361.367,57312.52,57531.07,55758.996,57832.86,31067.635,30953.172,31162.123,31026.857,31013.404,31272.86,30256.873,31262.406,-Inf,0
0,1,23,93488.28,93281.76,93469.695,93243.25,93367.2,94265.13,92720.62,94050.76,57208.133,57019.16,57223.254,57022.906,57076.707,57668.65,56529.2,57665.703,30914.361,30791.826,30939.924,30804.865,30983.39,31295.525,30596.432,31227.115,-Inf,0
0,1,24,93059.52,92586.9,92978.484,92464.48,92575.016,94308.43,92912.39,93520.84,56712.418,56406.207,56663.164,56328.453,56375.695,57659.95,56722.99,57491.188,30628.72,30509.291,30607.713,30474,30487.246,31259.303,30773.715,31197.31,-Inf,0
0,1,25,92740.16,92329.6,92521.56,91985.14,91303.12,94014.55,93071.59,93994.05,56453.85,56039.91,56265.28,55847.594,55699.04,57438.055,56854.812,57534.15,30487.764,30441.193,30428.152,30384.271,30090.25,31174.127,30846.264,31092.99,-Inf,0
0,1,26,93126.38,93042.47,93107.42,93026.95,91406.38,94156.51,93169.875,93895.38,56942.875,56879.574,56884.66,56804.36,55704.793,57651.652,57223.79,57427.617,30771.023,30767.506,30742.977,30727.66,30108.568,31322.95,31186.857,30942.822,-Inf,0
0,1,27,92932.89,92761.42,92861.43,92673.875,92411.41,94068,93737.52,93860.9,57034.684,56941.54,56982.49,56879.973,56551.418,57698.76,57390.945,57573.227,31006.574,31011.23,31001.088,30987.531,30623.857,31399.535,31310.324,31147.943,-Inf,0
0,1,28,92953.58,93097.45,92948.984,93058.56,92455.086,94098.08,93378.5,93229.07,56965.09,56983.562,56946.086,56957.33,56311.59,57720.31,57141.348,57264.61,30962.277,30914.775,30956.482,30904.53,30460.03,31393.738,30952.24,31061.32,-Inf,0
0,1,29,92789.97,92783.07,92752.99,92774.07,92038.98,93810.13,92477.12,93881.59,56598.926,56578.72,56596.918,56584.875,55817.883,57410.35,56360.168,57234.363,30620.545,30586.6,30642.59,30590.844,29878.607,31097.854,30374.543,30833.844,-Inf,0
0,1,30,92383.24,92137.26,92527.31,92311.21,91967.33,94297.7,91079.164,93577.17,56214.023,56066.14,56331.797,56206.4,55815.605,57693.81,55417.32,57050.344,30208.748,30100.805,30305.203,30193.639,29850.25,31256.922,29785.566,30683.469,-Inf,0
0,1,31,92153.734,91902.38,92348.76,92094.73,91959.28,94724.35,90779.336,93281.375,56055.703,55877.438,56168.656,56018.227,55949.973,57991.85,55395.64,56713.62,30108.154,30046.37,30189.395,30111.879,30163.832,31367.865,29924.145,30478.14,-Inf,0
0,1,32,91425.54,91135.1,91610.03,91272.08,91607.16,94784.125,91380.13,93169.11,55730.758,55610.44,55830.73,55682.71,55763.277,57908.207,55813.734,56570.42,30052.682,30023.703,30095.734,30039.227,29949.396,31189.963,30130.922,30414.182,-Inf,0
0,1,33,91840.88,91847.4,91696.24,91683.79,90818.23,94679.91,92580.766,93353.41,56079.12,56075.375,55998.42,55983.434,55402.867,57670.12,56446.625,56898.176,30359.434,30348.463,30326.006,30297.027,29806.783,31005.021,30550.273,30690.713,-Inf,0
0,1,34,93047.266,92852.805,93007.8,92786.33,91926.33,94232.19,93108.76,93974.7,56864.72,56747.613,56833.668,56723.12,56030.676,57412.625,56627.164,57497.88,30855.268,30799.795,30835.086,30778.992,30250.248,30974.49,30606.781,31117.31,-Inf,0
0,1,35,94264.37,94143.29,94219.92,94094.82,92557.97,94038.88,93656.87,94553.84,57517.016,57423.066,57455.32,57359.496,56256.047,57473.79,57015.812,57811.047,31120.312,31061.527,31083.365,31023.855,30413.56,31017.543,30750.844,31282.277,-Inf,0
0,1,36,93236.734,92986.72,93295.164,93054.16,92879.25,94467.25,91889.734,94112.26,56945.688,56754.17,56972.72,56782.945,56467.234,57611.637,55880.918,57510.19,30776.613,30645.797,30785.1,30653.768,30365.332,31157.775,30073.793,31118.035,-Inf,0
