Ix,t,l,g.300.41N.3W,g.300.42N.3W,g.300.41N.2W,g.300.42N.2W,g.300.45N.5E,g.300.35N.5E,g.300.45N.10W,g.300.35N.10W,g.500.41N.3W,g.500.42N.3W,g.500.41N.2W,g.500.42N.2W,g.500.45N.5E,g.500.35N.5E,g.500.45N.10W,g.500.35N.10W,g.700.41N.3W,g.700.42N.3W,g.700.41N.2W,g.700.42N.2W,g.700.45N.5E,g.700.35N.5E,g.700.45N.10W,g.700.35N.10W,trend,Ix.lag1
0,1,1,92315.62,92274.62,92384.78,92286.12,91813.68,93298.62,92628.27,91646.234,56483.297,56470.715,56529.734,56512.203,56356.555,57106.953,56763.94,56210.547,30701.787,30698.27,30746.082,30733.043,30787.064,30986.807,30854.543,30361.09,-Inf,0
0,1,2,92522.336,92434.4,92544.75,92460.26,91689.34,93210.875,92580.38,91771.336,56633.59,56639.477,56656.074,56648.71,56298.07,57040.04,56758.32,55972.457,30746.393,30768.127,30764.918,30771.748,30708.41,30950.791,30798.242,30154.621,-Inf,0
0,1,3,92051.81,92025.18,92053.73,92017.71,91542.21,92331.33,92041.66,91700.266,56276.66,56304.363,56273.848,56294.86,56103.08,56641.35,56368.332,56000.562,30493.975,30499.666,30494.389,30492.94,30560.934,30679.64,30497.7,30215.889,-Inf,0
0,1,4,92019.82,91947.78,91992.234,91916.75,91657.734,92333.82,91421.32,92260.25,56121.816,56091.57,56127.973,56097.324,56103.21,56604.28,55778.535,56328.453,30364.918,30371.232,30378.684,30368.955,30455.475,30765.021,30113.225,30392.24,-Inf,0
0,1,5,92075.76,92038.21,92161.2,92117.336,91884.18,92488.234,90414.19,92157.18,56170.664,56108.43,56218.977,56147.11,56183.11,56465.363,55150.727,56328.72,30331.49,30276.95,30371.75,30325.488,30469.447,30464.479,29732.682,30541.684,-Inf,0
0,1,6,91804.67,91725.74,91923.266,91892.8,92433.82,92741.31,90450.78,92245.69,56200.105,56159.42,56248.957,56188.863,56436.59,56720.848,55364.59,56576.44,30574.285,30561.244,30572.008,30552.965,30614.232,30720.002,30052.992,30726.521,-Inf,0
0,1,7,91941.84,91937.44,92024.03,92006.02,92408.914,92505.86,91918.86,92138.41,56249.223,56273.18,56252.97,56264.21,56534.418,56638.14,56269.43,56447.16,30593.326,30620.027,30571.594,30600.78,30736.354,30686.367,30610.61,30632.344,-Inf,0
0,1,8,92340.91,92374.24,92342.82,92380.375,92404.32,92804.336,92515.24,91589.336,56344.645,56367.664,56338.89,56373.418,56404.47,56749.89,56248.957,56175.348,30512.604,30505.047,30509.602,30498.838,30545.307,30642.59,30309.344,30510.12,-Inf,0
0,1,9,92440.15,92384.016,92416.01,92353.55,91993,93050.13,92697.625,92458.54,56393.895,56317.344,56398.043,56293.52,56077.516,56981.285,56297.805,56425.883,30516.121,30451.44,30516.225,30446.057,30316.38,30803.107,30227.998,30479.795,-Inf,0
0,1,10,93515.87,93425.25,93469.31,93346.89,91281.85,94025.28,93459.734,92912.39,56977.67,56862.176,56955.723,56838.22,55681.906,57672.527,56870.473,56787.766,30801.037,30704.479,30802.28,30664.219,30095.527,31316.016,30639.484,30739.562,-Inf,0
0,1,11,93751.32,93710.32,93710.32,93673.73,93308.766,93809.37,93550.734,93158.76,57365.25,57292.312,57330.586,57244.8,56840.492,57690.46,57255.24,57080.59,31229.6,31145.564,31217.8,31120.621,30607.816,31461.32,31195.861,31132.627,-Inf,0
0,1,12,93407.05,93414.14,93337.125,93353.6,93123.51,93310.49,92669.086,93755.53,57146.3,57125.824,57112.574,57101.332,56781.742,57279.062,56409.82,57273.04,30997.57,30933.3,30981.113,30920.57,30732.111,31207.867,30544.79,31141.32,-Inf,0
0,1,13,92551.45,92325.01,92576.93,92375.39,92208.91,92847.445,91566.35,93435.98,56430.566,56251.766,56438.594,56291.38,56138.008,56750.29,55561.594,57159.55,30484.246,30373.922,30497.182,30368.438,30294.44,30778.475,30010.975,30931.23,-Inf,0
0,1,14,92502.22,92414.664,92440.15,92367.16,91827.28,93090.75,92290.14,93833.695,56277.996,56168.254,56285.492,56179.766,55929.496,56874.22,55951.715,57155.8,30438.709,30379.201,30459.719,30405.178,30240.418,30809.42,30043.988,30880.416,-Inf,0
0,1,15,93723.16,93686.56,93609.55,93585.02,92685.56,93439.62,93908.99,94717.65,57239.582,57209.336,57176.01,57146.566,56631.582,57273.977,57339.82,57838.48,31121.76,31092.059,31106.547,31061.734,30668.773,31251.23,31162.537,31365.28,-Inf,0
0,1,16,94541.97,94516.3,94457.29,94442.92,93543.836,93636.37,94517.445,95061.34,57874.75,57900.18,57821.887,57840.758,57210.94,57276.652,57875.152,58060.508,31577.645,31589.857,31536.87,31549.6,31186.65,31262.2,31665.201,31339.406,-Inf,0
0,1,17,94655.58,94624.16,94652.7,94631.625,94147.125,93413.18,93841.17,94769.18,57959.062,57966.29,57937.516,57938.586,57633.582,57202.11,57504.57,57965.62,31511.203,31538.111,31504.373,31525.383,31418.682,31101.373,31334.645,31333.195,-Inf,0
