Ix,t,l,g.300.40N.0W,g.300.41N.0W,g.300.40N.1E,g.300.41N.1E,g.300.45N.5E,g.300.35N.5E,g.300.45N.10W,g.300.35N.10W,g.500.40N.0W,g.500.41N.0W,g.500.40N.1E,g.500.41N.1E,g.500.45N.5E,g.500.35N.5E,g.500.45N.10W,g.500.35N.10W,g.700.40N.0W,g.700.41N.0W,g.700.40N.1E,g.700.41N.1E,g.700.45N.5E,g.700.35N.5E,g.700.45N.10W,g.700.35N.10W,trend,Ix.lag1
0,1,16,94273.375,94269.92,94152.3,94157.47,93543.836,93636.37,94517.445,95061.34,57700.902,57698.895,57635.992,57624.75,57210.94,57276.652,57875.152,58060.508,31432.445,31440.414,31391.36,31396.12,31186.65,31262.2,31665.201,31339.406,-Inf,0
0,1,17,94572.625,94574.54,94464.57,94477.22,94147.125,93413.18,93841.17,94769.18,57838.75,57847.848,57770.492,57776.25,57633.582,57202.11,57504.57,57965.62,31406.883,31447.658,31357.207,31393.43,31418.682,31101.373,31334.645,31333.195,-Inf,0
0,1,18,94317.82,94369.74,94282.19,94334.3,94312.266,93318.34,94335.26,94827.234,57828.71,57874.215,57812.652,57864.71,57884.92,57190.867,57631.977,58191.4,31478.604,31521.656,31454.594,31510.582,31563.674,31121.863,31382.355,31492.16,-Inf,0
0,1,19,94317.82,94310.35,94237.36,94175.28,93421.8,93570.47,94257.47,94888.34,57764.875,57720.04,57709.332,57664.9,57411.156,57371.406,57822.152,58311.043,31482.742,31507.477,31449.936,31465.459,31332.266,31162.02,31506.443,31704.734,-Inf,0
0,1,20,94253.64,94192.72,94218.195,94141.76,93731.2,93779.09,94039.266,95012.68,57740.25,57712.543,57673.062,57643.49,57211.21,57411.29,57591.023,58280.527,31467.633,31447.865,31404.605,31369.418,30969.834,31247.918,31348.1,31658.162,-Inf,0
0,1,21,94045.39,94071.26,93918.76,93910.33,93643.266,94004.4,93272.75,94624.734,57584.734,57555.156,57512.2,57489.18,57150.984,57543.113,56960.676,57996.67,31166.78,31147.53,31120.52,31083.469,30808.074,31159.95,30879.795,31375.215,-Inf,0
0,1,22,94184.09,94119.53,94148.66,94120.11,93831.016,93849.984,90985.48,94436.984,57672.527,57628.363,57647.77,57607.086,57312.52,57531.07,55758.996,57832.86,31297.904,31254.438,31276.379,31231.36,31013.404,31272.86,30256.873,31262.406,-Inf,0
0,1,23,93916.65,93656.1,93990.6,93759.17,93367.2,94265.13,92720.62,94050.76,57490.383,57358.426,57529.195,57399.645,57076.707,57668.65,56529.2,57665.703,31209.418,31113.895,31236.016,31155.293,30983.39,31295.525,30596.432,31227.115,-Inf,0
0,1,24,93244.016,92948.02,93301.49,92985.95,92575.016,94308.43,92912.39,93520.84,56934.445,56719.91,56988.51,56767.29,56375.695,57659.95,56722.99,57491.188,30764.504,30628.309,30818.527,30692.473,30487.246,31259.303,30773.715,31197.31,-Inf,0
0,1,25,92517.16,91888.586,92488.04,91874.6,91303.12,94014.55,93071.59,93994.05,56342.37,55890.82,56354.15,55952.785,55699.04,57438.055,56854.812,57534.15,30381.996,30290.094,30422.357,30285.023,30090.25,31174.127,30846.264,31092.99,-Inf,0
0,1,26,92717.36,92496.47,92437.46,92108.52,91406.38,94156.51,93169.875,93895.38,56686.855,56513.14,56584.34,56394.832,55704.793,57651.652,57223.79,57427.617,30666.91,30614.129,30664.633,30571.387,30108.568,31322.95,31186.857,30942.822,-Inf,0
0,1,27,93099.945,92940.36,93141.516,92974.84,92411.41,94068,93737.52,93860.9,57054.223,56936.99,57060.516,56941.54,56551.418,57698.76,57390.945,57573.227,30943.857,30920.467,30926.885,30901.424,30623.857,31399.535,31310.324,31147.943,-Inf,0
0,1,28,92771.96,92704.91,92704.91,92611.99,92455.086,94098.08,93378.5,93229.07,56891.75,56793.52,56846.516,56746.812,56311.59,57720.31,57141.348,57264.61,30966.004,30901.012,30934.75,30855.992,30460.03,31393.738,30952.24,31061.32,-Inf,0
0,1,29,92493.02,92572.14,92598.58,92637.086,92038.98,93810.13,92477.12,93881.59,56640.684,56575.906,56668.652,56589.426,55817.883,57410.35,56360.168,57234.363,30648.799,30594.775,30650.352,30578.838,29878.607,31097.854,30374.543,30833.844,-Inf,0
0,1,30,93030.79,92862.195,93072.74,92856.83,91967.33,94297.7,91079.164,93577.17,56733.83,56600.133,56769.562,56640.15,55815.605,57693.81,55417.32,57050.344,30580.598,30485.385,30608.334,30510.43,29850.25,31256.922,29785.566,30683.469,-Inf,0
0,1,31,93103.78,92918.33,93238.84,93007.8,91959.28,94724.35,90779.336,93281.375,56751.227,56586.48,56843.438,56666.645,55949.973,57991.85,55395.64,56713.62,30532.576,30448.127,30599.123,30507.635,30163.832,31367.865,29924.145,30478.14,-Inf,0
0,1,32,92700.5,92350.484,92847.63,92481.52,91607.16,94784.125,91380.13,93169.11,56423.473,56204.523,56524.25,56309.45,55763.277,57908.207,55813.734,56570.42,30338.734,30256.977,30394.725,30296.924,29949.396,31189.963,30130.922,30414.182,-Inf,0
0,1,33,91944.72,91514.81,92004.875,91586.27,90818.23,94679.91,92580.766,93353.41,55943.684,55818.418,55983.164,55802.223,55402.867,57670.12,56446.625,56898.176,30188.465,30145.72,30218.27,30126.473,29806.783,31005.021,30550.273,30690.713,-Inf,0
0,1,34,92998.22,92825.8,92944.766,92786.71,91926.33,94232.19,93108.76,93974.7,56855.215,56756.445,56839.42,56722.855,56030.676,57412.625,56627.164,57497.88,30762.537,30716.586,30732.008,30681.502,30250.248,30974.49,30606.781,31117.31,-Inf,0
0,1,35,94088.305,93969.914,93997.305,93883.32,92557.97,94038.88,93656.87,94553.84,57227,57134.523,57149.11,57047.8,56256.047,57473.79,57015.812,57811.047,30990.531,30932.266,30963.105,30882.28,30413.56,31017.543,30750.844,31282.277,-Inf,0
0,1,36,93787.72,93581.77,93857.65,93657.25,92879.25,94467.25,91889.734,94112.26,57198.76,57056.633,57231.953,57092.633,56467.234,57611.637,55880.918,57510.19,30887.04,30809.316,30900.08,30822.355,30365.332,31157.775,30073.793,31118.035,-Inf,0
0,1,37,93059.91,92848.98,93084.43,92863.34,92152.39,94536.414,91072.45,94086.39,56744.402,56575.105,56785.086,56616.19,56056.906,57713.348,55118.61,57362.84,30563.314,30422.979,30621.477,30504.014,30206.988,31242.02,29626.498,31009.264,-Inf,0
0,1,38,92113.31,91617.88,92141.28,91639.34,90657.305,94462.84,92437.84,94915.36,56312.926,56117.934,56329.254,56114.723,55245.75,57697.42,56125.027,57694.746,30346.084,30260.08,30325.385,30232.861,29712.398,31212.11,30232.654,30999.121,-Inf,0
0,1,39,94040.03,93776.61,93955.16,93704.57,91928.055,94873.59,93708.98,94801.56,57173.066,56978.34,57115.785,56925.074,55758.863,57838.08,56772.773,57705.05,30809.73,30723.004,30789.238,30657.492,29950.947,31166.262,30573.975,31035.965,-Inf,0
0,1,40,94503.66,94377.78,94544.266,94403.266,93470.27,95116.13,92757.21,94336.21,57587.945,57460.406,57593.97,57462.95,56623.688,58099.723,56109.5,57624.215,31086.158,30994.465,31080.156,30976.664,30418.941,31428.41,30196.123,31093.922,-Inf,0
0,1,41,93996.16,93657.63,94037.16,93767.22,92700.12,95002.72,90975.71,94781.06,57313.86,57108.023,57353.875,57143.758,56486.508,58193.54,55642.293,57980.344,31063.598,30949.86,31094.336,30964.865,30576.871,31656.611,30197.88,31367.14,-Inf,0
0,1,42,94043.29,93710.32,94014.74,93670.664,91891.266,94920.34,93091.71,94926.664,57476.332,57250.29,57464.555,57229.543,56088.758,58190.594,56801.01,58101.73,31171.023,31070.842,31167.297,31041.863,30474.104,31636.533,30883.52,31386.287,-Inf,0
0,1,43,94551.36,94368.016,94565.914,94375.87,93271.414,95220.93,92683.45,94866.51,57821.082,57666.773,57813.59,57670.12,57018.758,58306.625,56484.633,58053.28,31303.701,31231.463,31294.49,31212.938,30882.486,31643.984,30513.018,31457.49,-Inf,0
0,1,44,93821.82,93526.79,93870.87,93584.45,92704.91,94969.96,91734.37,94767.46,57271.3,57067.07,57294.855,57119.266,56540.574,58113.773,55951.043,57982.887,31032.55,30924.814,31047.246,30940.545,30677.57,31495.266,30237.312,31450.246,-Inf,0
0,1,45,93553.23,93169.11,93604.19,93243.63,91987.63,94644.66,91813.1,94566.68,56839.957,56648.98,56872.48,56681.5,56022.242,57862.57,56029.74,57738.242,30653.354,30581.426,30677.674,30564.143,30299.615,31289.418,30295.682,31168.85,-Inf,0
0,1,46,92499.53,92572.52,92482.484,92441.484,91314.99,94413.04,93608.98,94464,56653.93,56588.355,56608.43,56538.168,55862.582,57766.08,56627.566,57811.18,30733.871,30677.88,30715.656,30648.592,30282.643,31242.64,30455.371,31183.648,-Inf,0
0,1,47,94950.61,94862.1,94914.78,94823.21,93995.77,94549.25,93946.16,94968.62,57792.58,57686.582,57753.766,57662.09,57020.098,57760.324,56747.08,58075.098,31234.465,31141.734,31224.53,31138.732,30674.982,31218.525,30292.268,31383.494,-Inf,0
0,1,48,95039.12,94909.61,95067.28,94943.71,94045.77,95139.695,93286.734,94298.28,57910.883,57808.504,57916.906,57827.508,57260.727,58003.9,56706.395,57854.94,31277.932,31231.67,31285.9,31239.639,30971.695,31302.873,30532.887,31370.143,-Inf,0
0,1,49,94347.13,94236.59,94460.164,94334.1,93879.68,95037.2,92788.055,94529.13,57630.24,57513.27,57686.848,57576.035,57157.543,58027.32,56684.848,57904.863,31264.684,31197.414,31286.004,31226.703,30950.48,31360.932,30755.914,31302.666,-Inf,0
0,1,50,93655.15,93390.19,93751.7,93481.766,92677.13,94830.11,93343.25,94446.75,57325.234,57192.605,57346.78,57203.582,56655.27,58049.535,57026.254,57881.31,31200.518,31086.262,31217.492,31116.068,30715.242,31572.988,31014.543,31339.51,-Inf,0
0,1,51,93985.81,93784.84,93974.89,93772.39,92539.766,94815.734,93558.4,94685.84,57498.01,57346.65,57484.496,57327.508,56536.023,58117.656,57205.453,58114.977,31261.992,31177.44,31249.47,31131.695,30567.764,31643.984,31124.451,31545.977,-Inf,0
0,1,52,93904.01,93706.49,93887.53,93682.92,92344.35,94517.445,93689.44,94172.414,57413.43,57268.223,57387.734,57236.906,56357.227,57991.184,57326.438,57787.758,31190.17,31108.617,31179.096,31073.637,30489.11,31544.838,31197.414,31398.604,-Inf,0
0,1,53,94141.19,94011.1,94073.17,93935.62,92127.1,94803.09,94802.71,94133.71,57504.836,57393.355,57460.54,57326.574,55841.57,57957.86,57756.844,57771.566,31210.97,31120.209,31174.438,31045.693,30146.238,31498.68,31453.455,31405.02,-Inf,0
0,1,54,94851.18,94823.59,94827.62,94762.67,93321.22,94845.625,94805.2,93946.54,57860.832,57789.766,57806.496,57718.3,56563.06,57979.54,57958.527,57523.04,31243.363,31179.613,31187.893,31109.342,30358.088,31469.393,31623.803,31201.553,-Inf,0
0,1,55,94557.3,94453.84,94603.66,94484.305,93771.24,95022.26,94100.76,93872.78,57775.58,57720.31,57782.54,57719.773,57150.582,58177.344,57478.605,57506.844,31369.832,31326.572,31337.025,31289.832,30886.832,31561.293,31221.734,31158.81,-Inf,0
0,1,56,93885.62,93728.71,93907.07,93746.15,93370.08,94931.07,93911.09,94218.195,57589.953,57490.383,57590.09,57477.133,56980.348,58120.2,57274.38,57687.918,31404.812,31324.295,31396.016,31304.53,30784.271,31568.021,31067.014,31252.574,-Inf,0
0,1,57,94199.234,94180.84,94158.81,94112.83,92873.69,94639.67,94699.26,94278.734,57647.504,57523.707,57599.188,57469.24,56472.453,57936.98,57727.535,57571.484,31379.664,31301.424,31358.137,31254.645,30459.201,31550.635,31326.676,31146.393,-Inf,0
0,1,58,94624.35,94562.47,94629.33,94533.35,93541.92,94717.45,94073.37,93769.9,57718.164,57662.223,57692.203,57624.75,56749.22,57856.15,57319.883,57238.645,31240.053,31150.531,31196.586,31095.783,30434.777,31341.062,30943.34,30923.78,-Inf,0
0,1,59,93703.805,93544.8,93901.71,93718.75,93719.33,94872.83,92452.21,93946.34,57226.332,57108.293,57333.266,57227.27,57113.242,57962.008,56068.55,57284.95,30945.512,30871.205,31023.443,30950.998,30800.002,31414.23,30133.51,30836.018,-Inf,0
0,1,60,93340,93051.86,93512.42,93187.88,93041.516,94954.44,90920.53,94132.375,56988.645,56812.656,57054.36,56868.332,56680.43,58114.176,55393.902,57466.426,30779.717,30707.79,30798.242,30708.72,30653.975,31561.293,29901.479,31130.246,-Inf,0
0,1,61,93507.82,93069.87,93616.26,93248.23,92746.29,95021.305,90973.79,94544.84,56930.297,56652.324,57024.51,56758.855,56423.34,58230.88,55666.383,57784.01,30799.691,30658.217,30840.777,30691.438,30483.21,31649.262,30140.443,31377.697,-Inf,0
0,1,62,93497.09,93142.48,93450.54,93101.09,91053.49,94611.516,93169.49,94651.555,57117.793,56886.8,57084.605,56832.867,55752.57,57979.54,56733.562,57867.254,30937.44,30829.705,30932.99,30815.525,30225.72,31533.041,30664.012,31225.77,-Inf,0
0,1,63,93810.9,93525.83,93744.23,93443.26,92010.81,94598.87,92819.86,94785.27,57379.438,57205.59,57350.93,57161.69,56048.34,58030.13,56759.66,57927.344,31072.084,30993.43,31066.186,30964.658,30321.14,31601.863,30766.885,31228.15,-Inf,0
0,1,64,93737.91,93468.35,93810.9,93548.24,92222.89,94711.33,91585.89,94235.25,57239.047,57049.54,57277.055,57089.824,56208.54,58029.996,55840.23,57520.76,30915.396,30835.396,30945.926,30856.613,30262.875,31531.902,30132.371,31073.637,-Inf,0
0,1,65,93039.6,92783.07,93192.67,92963.54,92548.58,94960.57,91304.08,93819.71,56634.258,56436.59,56774.78,56583.27,56398.58,58026.516,55675.082,57134.79,30496.975,30419.977,30595.19,30486.42,30457.441,31478.19,30013.975,30768.23,-Inf,0
0,1,66,93040.37,92570.42,93131.94,92672.53,91613.48,94978.01,91793.945,94188.89,56615.387,56367.13,56673.336,56393.094,55839.695,58019.156,56012.61,57438.188,30453.3,30351.258,30438.502,30329.523,30030.533,31391.566,30318.555,31020.027,-Inf,0
0,1,67,93364.13,93055.69,93415.09,93109.72,92136.11,94921.68,91466.73,93813.77,56965.227,56748.953,57009.926,56793.92,56217.24,58204.78,55835.68,57302.75,30820.287,30766.574,30855.578,30774.543,30393.068,31594.826,30227.791,31017.75,-Inf,0
0,1,68,93153.4,92783.45,93253.98,92900.51,92389.375,95240.47,90659.41,93863.01,56891.887,56658.883,56988.11,56753.637,56324.57,58220.035,55442.617,57253.367,30751.877,30632.654,30811.594,30673.844,30446.885,31647.607,30012.629,30959.07,-Inf,0
0,1,69,92837.1,92289.18,92985.766,92455.28,91130.12,95156.75,91766.164,93727.18,56510.73,56251.766,56579.79,56267.824,55625.297,58136.523,56092.773,57199.566,30580.08,30486.523,30565.592,30459.098,29968.336,31524.555,30438.088,30883.83,-Inf,0
0,1,70,92926.95,92525.016,93043.43,92622.53,91815.98,95009.04,92447.42,93477.55,56723.39,56503.1,56782.41,56548.875,55843.844,58036.688,56288.438,57201.574,30773.404,30710.377,30799.38,30716.896,30173.664,31457.18,30320.623,30820.39,-Inf,0
0,1,71,93736.76,93607.83,93701.89,93576.41,92747.25,95042.375,92503.75,94539.29,57212.145,57047.934,57232.22,57067.605,56518.895,58236.23,56183.11,57684.17,30971.695,30914.879,30996.121,30929.16,30547.17,31634.67,30146.135,31027.375,-Inf,0
0,1,72,93597.29,93277.734,93686.375,93420.266,92733.266,94857.31,90681.25,94689.3,57012.734,56733.562,57091.297,56809.58,56256.316,58245.062,55194.758,57713.48,30638.967,30496.457,30691.23,30535.992,30255.734,31655.473,29647.508,31169.988,-Inf,0
0,1,73,92696.48,92125.57,92538.42,91889.55,90326.445,94459.97,92564.48,94663.43,56282.547,55919.996,56180.566,55849.465,54911.3,57830.316,56212.953,57697.29,30343.082,30166.834,30310.896,30116.33,29441.143,31182.406,30336.148,31061.113,-Inf,0
0,1,74,93128.49,92780.586,93005.5,92677.516,91424.96,94335.06,92430.945,94788.914,56420.26,56169.86,56373.555,56134.797,55446.094,57688.055,55606.293,57755.1,30368.852,30261.012,30374.025,30240.107,29754.83,31101.27,29628.775,31046.521,-Inf,0
0,1,75,94133.71,93810.33,94120.305,93781.78,91347.76,95008.27,92132.27,94863.82,57168.516,56932.84,57157.543,56907.277,55664.508,58094.77,55876.77,57841.56,30713.379,30591.361,30716.586,30585.875,29988.93,31445.898,29883.367,31180.855,-Inf,0
0,1,76,94224.71,93985.05,94231.61,93986.58,92248.56,95297.56,92275.58,94620.71,57448.094,57196.754,57455.32,57188.055,56053.293,58468.027,56250.83,57924.535,31063.908,30912.705,31069.393,30910.635,30316.38,31826.959,30351.879,31386.184,-Inf,0
0,1,77,94013.59,93819.33,94065.7,93850.94,92862,95361.74,92430.76,94362.08,57559.31,57376.36,57619.4,57421.06,56598.66,58494.66,56171.332,57684.305,31186.857,31069.6,31238.81,31116.379,30588.877,31840.104,30157.83,31154.879,-Inf,0
0,1,78,94052.1,93807.64,94113.59,93901.13,93089.6,95113.07,91040.66,94259.58,57146.97,56903.664,57244.4,57001.76,56433.242,58332.457,55124.9,57295.258,30691.541,30573.768,30751.773,30596.225,30336.045,31632.29,29288.803,30825.771,-Inf,0
0,1,79,93285.78,92685.75,93461.65,92951.28,92350.68,95130.695,90966.125,94566.11,56572.83,56208.938,56695.152,56314.668,55956.934,58255.1,55214.434,57538.832,30282.229,30166.938,30366.988,30185.463,29887.197,31578.473,29512.76,30941.684,-Inf,0
0,1,80,93678.13,93240.18,93717.22,93340.57,92130.17,95205.22,92631.15,94941.6,57129.305,56933.64,57150.316,56941.54,56257.387,58359.355,56388.543,58007.777,30908.256,30838.502,30904.322,30799.07,30259.77,31643.26,30453.508,31303.598,-Inf,0
0,1,81,94261.5,94109,94199.04,94000.56,92564.48,94864.59,93857.65,94961.53,57625.688,57473.656,57590.625,57428.418,56481.152,58231.68,57085.14,57986.367,31203.934,31144.426,31188.928,31107.168,30620.441,31625.148,30761.398,31217.387,-Inf,0
0,1,82,94956.55,94832.21,94957.125,94828.19,93889.06,95016.7,93350.53,95139.125,58030.26,57960,58018.754,57947.82,57324.03,58334.062,56621.812,57980.344,31358.137,31304.322,31365.383,31307.115,31018.889,31694.592,30343.393,31255.887,-Inf,0
0,1,83,95126.48,95033.945,95147.555,95068.05,94631.055,95360.98,92916.984,95151,58229.54,58120.062,58250.28,58152.316,57861.633,58601.86,56366.594,58205.582,31635.705,31551.254,31645.744,31554.463,31347.168,31909.754,30190.223,31558.914,-Inf,0
0,1,84,95060.195,94936.05,95081.08,94967.086,94588.72,95250.625,93266.05,95163.07,58253.227,58121.938,58282.67,58159.145,57799.27,58582.723,56645.5,58403.254,31712.6,31616.041,31739.3,31645.848,31476.533,31956.324,30518.088,31856.352,-Inf,0
0,1,85,94529.13,94451.55,94536.984,94459.97,94123.56,94791.02,92411.984,94794.47,57865.516,57726.062,57900.98,57780.266,57420.523,58223.25,56149.52,58139.47,31468.979,31355.24,31492.47,31376.455,31156.016,31698.94,30206.264,31768.28,-Inf,0
0,1,86,94060.72,93905.734,94122.6,93983.13,93651.125,94639.67,90487.75,94264.75,57391.08,57216.83,57452.91,57293.65,57026.117,58025.58,55176.42,57657.406,31030.48,30892.008,31092.68,30938.268,30739.977,31557.982,29694.701,31316.43,-Inf,0
0,1,87,93716.64,93491.54,93853.05,93650.164,93440.58,94568.6,90522.62,93531.195,57215.492,57023.977,57313.992,57123.15,56955.457,57976.195,55287.24,57036.426,30886.314,30738.527,30964.244,30815.836,30702.305,31539.56,29803.574,30756.742,-Inf,0
0,1,88,94017.42,93807.45,94174.9,93955.92,93776.414,94698.875,91649.49,93577.37,57548.6,57399.51,57671.06,57528.39,57355.348,58114.58,55853.883,57097.316,31311.256,31186.34,31402.535,31306.08,31178.06,31766.312,30181.53,30890.766,-Inf,0
0,1,89,94459.97,94242.53,94447.52,94234.1,93030.02,94864.016,93746.15,94744.47,57899.105,57763.266,57961.605,57776.516,57021.3,58235.293,57147.24,57959.734,31734.127,31578.164,31781.422,31645.434,31197.621,31946.39,31014.646,31598.344,-Inf,0
0,1,90,94734.125,94615.16,94725.12,94610.17,93795.57,94842.17,93832.55,94872.06,58001.355,57889.605,58005.906,57887.73,57264.207,58207.188,57306.9,58294.984,31647.504,31551.049,31664.062,31547.322,31085.332,31893.299,31162.02,31955.084,-Inf,0
0,1,91,93926.805,93754.766,93898.26,93721.81,92475.2,94216.28,93657.83,94640.25,57353.875,57240.117,57329.383,57204.117,56279.6,57717.63,57236.906,57964.15,31132.938,31065.668,31125.9,31032.137,30302.41,31420.646,31113.17,31542.664,-Inf,0
0,1,92,93487.7,93391.336,93472.76,93368.16,92134.766,93895.77,92614.29,94280.84,57019.96,56934.71,56991.188,56894.965,56016.49,57392.688,56319.22,57610.43,30817.285,30755.707,30800.209,30726.521,30084.764,31134.8,30371.543,31156.223,-Inf,0
0,2,1,89371.61,89128.69,89638.67,89249.38,88829.82,92349.72,89204.93,91921.34,54409.7,54285.637,54465.508,54330.74,53968.99,56216.434,54291.39,55772.914,29185.62,29051.184,29188.932,29035.04,28766.06,30269.809,29229.088,29975.477,0,0
0,2,2,90374.914,89978.53,90400.586,89974.7,88973.31,92926.76,90487.18,91545.66,55109.105,54998.293,55109.105,54973.133,54428.836,56530.54,55498.56,55779.875,29847.455,29780.29,29818.79,29743.238,29306.707,30549.445,30181.219,30131.232,0,0
0,2,3,90755.195,90668.6,90694.086,90523.195,90170.88,92769.664,92083.42,90883.37,55524.656,55455.863,55440.742,55362.184,55013.95,56410.223,56268.63,55638.145,30087.352,30076.898,30044.92,30012.836,29608.594,30441.4,30669.084,30197.156,0,0
0,2,4,91185.3,91324.38,91163.65,91238.75,90771.29,92334.39,92515.24,92587.47,55820.156,55833.67,55782.15,55779.203,55440.742,56277.996,56583.133,56571.758,30318.969,30318.244,30276.846,30260.08,29914.934,30359.227,30902.977,30803.625,0,0
0,2,5,91184.914,90956.36,90993.72,90766.695,90680.1,91494.51,91406.38,93285.97,55669.73,55572.3,55581.535,55493.203,55455.73,55767.83,55867.8,57061.05,30185.36,30163.418,30145.928,30122.643,29966.68,30132.682,30231.932,31027.893,0,0
0,2,6,90950.04,90819.95,90878.195,90774.164,90666.69,91847.97,92341.29,93576.41,55541.52,55510.47,55501.77,55477.95,55447.168,56074.17,56318.28,57113.242,30021.117,30014.596,30007.559,29961.814,29923.316,30381.79,30392.861,30833.533,0,0
0,2,7,91523.44,91512.9,91317.68,91322.85,91207.71,91530.14,92244.16,93686.375,55999.758,55957.6,55906.613,55870.61,55704.527,56073.77,56425.08,57093.57,30351.05,30308.62,30322.072,30268.049,30016.355,30453.094,30563.107,30785.307,0,0
0,2,8,92443.21,92285.92,92352.4,92207.375,91488.95,92488.234,91016.516,93154.734,56405.67,56304.63,56370.61,56286.16,55821.63,56542.85,55598.4,56890.95,30437.57,30408.592,30435.81,30357.777,30073.07,30607.092,30092.008,30724.762,0,0
0,2,9,91795.86,91580.52,91764.25,91529.76,90711.71,93169.68,92180.17,92800.89,56108.43,55998.957,56081.26,55958.67,55320.96,56868.195,56144.7,56681.5,30430.947,30347.738,30434.672,30325.695,29881.09,30830.637,30368.23,30700.234,0,0
