Ix,t,l,g.300.40N.0W,g.300.41N.0W,g.300.40N.1E,g.300.41N.1E,g.300.45N.5E,g.300.35N.5E,g.300.45N.10W,g.300.35N.10W,g.500.40N.0W,g.500.41N.0W,g.500.40N.1E,g.500.41N.1E,g.500.45N.5E,g.500.35N.5E,g.500.45N.10W,g.500.35N.10W,g.700.40N.0W,g.700.41N.0W,g.700.40N.1E,g.700.41N.1E,g.700.45N.5E,g.700.35N.5E,g.700.45N.10W,g.700.35N.10W,trend,Ix.lag1
0,15,65,94069.53,93675.07,94154.98,93763.96,93144.586,95216.52,92275.58,94640.055,57408.746,57213.484,57457.727,57268.758,56881.312,58082.59,56165.58,57636.797,31017.646,30933.404,31070.22,30977.182,30867.168,31527.969,30416.977,31060.7,2.63905732961526,0
0,15,66,94946.78,94790.26,94972.64,94816.695,94044.625,95455.234,93125.234,94973.22,58051.273,57921.992,58070.01,57949.562,57441.266,58373.273,56889.074,58157.805,31504.994,31428.719,31524.969,31428.719,31032.758,31810.504,30887.04,31525.691,2.63905732961526,0
0,15,67,95108.85,94996.97,95140.47,95020.92,94163.02,95417.875,93455.9,95088.36,58268.082,58177.88,58281.062,58181.36,57669.586,58425.336,57082.33,58366.582,31691.385,31629.807,31697.076,31628.564,31237.361,31803.88,30932.576,31951.875,2.63905732961526,0
0,15,68,94138.12,93911.67,94266.67,94022.59,93509.164,95146.59,90827.234,94949.65,57597.18,57410.887,57610.164,57465.492,57140.145,58100.926,55201.45,58241.72,31121.553,30994.05,31150.531,31009.367,30835.604,31573.61,29697.598,31821.371,2.63905732961526,0
0,15,69,94322.99,94040.6,94272.03,93974.125,91978.24,94587.375,93140.18,95263.266,57330.453,57136.934,57265.68,57040.438,55795.664,57845.17,56541.38,58207.457,30769.678,30696.406,30711.205,30630.48,30060.65,31439.482,30297.545,31532.316,2.63905732961526,0
0,15,70,94563.43,94305.37,94527.41,94268.97,92654.91,95011.53,92922.93,95086.25,57624.883,57433.24,57574.965,57378.902,56478.21,57998.68,56616.457,58160.48,31116.793,31048.074,31098.578,31007.814,30423.6,31272.86,30650.87,31544.838,2.63905732961526,0
0,15,71,94426.83,94112.64,94378.36,94073.555,92187.07,94983.945,93543.45,94920.72,57645.76,57418.918,57608.023,57372.477,56192.746,58066.26,56885.996,58134.25,31307.633,31210.246,31287.04,31141.113,30383.547,31435.24,30746.91,31597.412,2.63905732961526,0
0,15,72,94259.96,94043.48,94186.97,93957.46,92417.92,94755.39,93695.95,94743.51,57555.695,57376.758,57484.76,57273.04,55964.293,57955.316,57168.516,57870.47,31151.36,31062.77,31102.305,30989.496,30159.486,31419.2,31000.363,31474.256,2.63905732961526,0
0,15,73,94058.42,93924.51,94078.34,93927,93273.9,94556.53,93370.46,94236.016,57525.18,57432.97,57514.742,57418.246,56869.938,57852,56767.42,57640.676,31204.969,31145.047,31188.1,31123.83,30718.035,31374.283,30619.82,31122.484,2.63905732961526,0
0,15,74,94177.97,94087.54,94210.54,94110.914,93681.01,94595.42,92985.57,94182.945,57667.71,57593.566,57666.773,57607.754,57309.977,57951.57,56305.03,57540.305,31271.824,31232.084,31288.9,31241.088,31067.428,31524.863,30205.746,31139.664,2.63905732961526,0
0,15,75,94910.19,94884.13,94861.14,94825.7,94562.66,94852.14,93766.266,94676.65,57910.082,57882.78,57941.266,57890.81,57815.73,58227.8,56754.04,57943.273,31604.762,31587.168,31633.014,31619.043,31527.037,31768.797,30365.643,31552.807,2.63905732961526,0
0,15,76,94929.54,94949.08,94898.12,94936.05,95109.62,94450.586,93135.58,94800.984,58109.758,58107.35,58065.863,58075.766,58163.023,58141.88,56636.8,58345.57,31814.541,31832.754,31789.805,31811.332,31802.018,31804.088,30551.102,31932.832,2.63905732961526,0
0,15,77,94368.586,94334.484,94386.984,94361.12,94424.15,94043.09,91803.52,94626.65,58022.234,58034.41,57973.918,57992.387,57944.61,57682.7,56003.37,58221.91,31753.377,31771.902,31706.908,31731.332,31680.104,31418.371,30414.596,31834.824,2.63905732961526,0
0,15,78,93889.445,93820.86,93940.79,93885.805,93892.9,93673.34,92366.38,94200.95,57572.42,57554.89,57545.79,57543.65,57485.297,57392.82,56388.14,57803.55,31376.352,31373.352,31342.096,31353.377,31308.564,31250.092,30683.572,31556.326,2.63905732961526,0
0,15,79,93261.64,93223.13,93335.016,93284.055,93223.13,93414.52,92644.56,94017.62,57097.99,57042.98,57130.242,57090.227,57004.707,57174.273,56531.074,57557.7,31038.76,31030.584,31046.521,31044.037,30980.803,31089.781,30801.037,31126.004,2.63905732961526,0
0,15,80,92668.89,92549.34,92786.33,92659.31,92840.93,93418.35,93267.96,93808.79,56641.484,56552.754,56710.41,56619.27,56745.473,57205.453,56875.96,57259.523,30713.275,30659.252,30773.508,30737.803,30845.021,31097.543,30944.479,30793.068,2.63905732961526,0
0,15,81,92188.02,92281.9,92422.516,92347.42,93130.02,93878.914,93469.89,93996.92,56172.805,56230.086,56313.996,56369.27,57032.543,57482.62,57129.305,57467.496,30373.404,30415.63,30471.62,30533.404,31059.664,31300.078,31066.082,30984.84,2.63905732961526,0
0,15,82,92515.055,92347.04,92428.65,92280.56,92773.11,94033.516,93129.64,94145.016,56405.406,56283.082,56338.355,56195.555,56637.336,57610.832,57016.883,57548.6,30401.762,30351.258,30330.041,30260.494,30741.322,31355.344,31050.246,31044.244,2.63905732961526,0
0,15,83,93085.766,92955.305,93026.38,92878.86,92360.26,94003.82,92968.33,94422.234,56914.637,56820.82,56844.105,56738.113,56271.84,57595.844,56870.07,57576.84,30809.523,30772.576,30767.299,30720.312,30420.805,31323.055,30913.844,31060.803,2.63905732961526,0
0,15,84,93117.57,92933.08,93082.13,92901.086,92605.09,93929.1,93221.6,94625.69,57024.38,56884.125,56980.617,56838.35,56461.883,57537.36,56819.348,57556.9,30899.252,30847.402,30871.205,30784.479,30501.426,31219.975,30883.934,31028.203,2.63905732961526,0
0,15,85,93546.33,93525.25,93655.72,93587.9,93087.305,93990.41,93369.305,94495.8,57114.45,57035.35,57104.68,57042.445,56724.594,57393.89,56865.656,57514.473,31007.918,30955.965,30974.18,30905.979,30648.178,31149.91,30831.98,31081.916,2.63905732961526,0
0,15,86,93219.3,93230.414,93146.31,93145.35,92856.445,94016.47,93027.914,94345.79,56944.348,56895.633,56922.53,56869.402,56553.824,57466.562,56586.348,57415.035,30992.705,30929.678,30973.145,30911.152,30631.723,31217.387,30560.416,31142.977,2.63905732961526,0
0,15,87,92798.78,92731.92,92764.3,92690.92,92368.305,93891.94,92249.33,94007.84,56777.19,56688.996,56743.734,56658.215,56263.945,57355.21,56273.715,57447.69,30862.615,30809.627,30853.818,30784.064,30409.627,31087.814,30443.883,31202.898,2.63905732961526,0
0,15,88,93050.33,92992.28,92936.72,92851.66,91458.68,93509.734,93433.3,94405.18,56908.883,56823.633,56862.844,56766.082,55961.617,57266.348,57057.57,57604.406,30889.42,30808.695,30869.031,30766.574,30288.23,31145.979,30784.479,31052.006,2.63905732961526,0
0,15,89,93544.03,93424.87,93467.016,93336.36,92280.945,93718.37,92281.516,94348.48,57114.18,57024.914,57060.38,56964.42,56115.656,57323.63,56297,57605.48,30828.152,30765.643,30792.861,30721.865,30066.135,31080.363,30290.094,31091.645,2.63905732961526,0
0,15,90,92906.836,92694.76,92988.83,92755.87,92312.36,93817.22,89284.25,93623.73,56693.01,56528.53,56719.11,56577.246,56245.742,57268.086,54559.324,57130.508,30555.242,30470.48,30595.293,30503.91,30233.275,30910.635,29596.9,30777.543,2.63905732961526,0
0,15,91,92279.22,91865.79,92419.836,92068.29,92074.23,93863.77,89846.73,93395.17,56127.438,55827.117,56289.906,56026.66,56039.105,57278.93,54486.383,56963.887,29995.863,29841.143,30083.625,29956.33,30076.691,30933.094,29425.309,30575.836,2.63905732961526,0
0,15,92,92420.8,92071.734,92399.72,92061.77,91108.85,93886.38,91401.4,93476.4,56219.11,55944.62,56249.355,55950.645,55402.332,57371.14,55343.848,56993.598,30128.127,30034.156,30165.902,30038.916,29792.914,31056.664,29579.41,30709.86,2.63905732961526,0
0,16,1,89896.92,89585.6,90059.38,89609.93,89184.055,92711.04,89828.336,91768.66,54902.74,54807.715,54934.723,54798.08,54371.555,56614.72,55036.57,56034.957,29710.328,29660.34,29700.29,29622.566,29184.068,30469.344,29939.668,30355.81,2.70805020110221,0
0,16,2,90231.04,90042.14,90259.96,90033.33,89289.42,92101.625,90948.88,91784.94,55117.402,55000.168,55128.914,55005.652,54296.88,56081.13,55392.695,56100.402,29842.799,29777.08,29840.107,29752.035,29215.53,30188.36,29965.23,30373.404,2.70805020110221,0
0,16,3,91368.83,91214.99,91218.63,91093.15,89439.234,91956.41,91560.984,92917.37,55833.54,55705.062,55740.125,55589.832,54468.586,56137.07,55800.617,56872.613,30252.422,30180.08,30198.088,30102.15,29438.764,30506.6,30125.438,30733.043,2.70805020110221,0
0,16,4,92771.96,92510.45,92676.94,92396.66,90596.375,93213.36,92364.47,93335.4,56787.363,56593.84,56697.027,56511.8,55219.516,57165.305,56359.098,57206.258,30789.342,30739.873,30761.709,30659.77,30037.883,31063.184,30547.998,30953.895,2.70805020110221,0
0,16,5,93314.13,93222.75,93276.2,93178.69,92389.19,93503.22,92641.11,93464.71,57286.156,57207.06,57231.55,57145.9,56380.645,57394.426,56596.383,57084.87,31134.904,31080.984,31093.922,31030.895,30645.178,31156.223,30513.432,30951.93,2.70805020110221,0
0,16,6,93135.195,93075.04,93145.16,93073.7,92624.63,93261.64,91733.59,93529.664,57064.395,57044.723,57069.48,57042.18,56639.477,57120.87,55988.383,57069.48,30976.457,30955.965,30957.725,30939.2,30712.447,30961.658,30170.457,30877,2.70805020110221,0
0,16,7,92493.41,92523.29,92485.74,92487.27,91815.41,92480.76,93145.35,93891.36,56567.61,56591.297,56556.367,56570.152,56130.38,56555.164,56899.65,57283.613,30782.408,30774.646,30745.875,30744.943,30430.43,30684.71,30794.414,30918.914,2.70805020110221,0
0,16,8,92218.87,92137.445,92117.336,92003.914,91443.35,92340.33,92784.414,93776.414,56386.938,56324.035,56293.79,56210.547,55990.258,56422,56530.94,57224.727,30507.531,30465.307,30453.094,30386.549,30227.584,30561.037,30368.852,30826.6,2.70805020110221,0
0,16,9,92001.43,91915.02,92012.92,91887.055,91472.48,92574.445,90648.49,93630.43,56009.13,55909.156,55998.688,55903.938,55581.4,56424.41,55217.645,57155.938,30171.8,30101.012,30158.762,30081.453,29876.434,30456.2,29786.705,30769.885,2.70805020110221,0
0,16,10,90714.77,90979.73,90976.664,91108.28,91228.78,92816.79,92017.33,92517.734,55217.11,55318.152,55309.855,55359.37,55608.703,56533.348,56268.895,56240.12,29634.88,29661.375,29674.83,29691.078,29941.635,30467.066,30471.826,30269.395,2.70805020110221,0
0,16,11,91231.47,91152.92,91069.01,91019.39,91146.98,92825.414,92245.5,92237.45,55555.438,55565.742,55454.66,55453.457,55488.387,56516.754,56535.49,56234.902,29878.918,29913.588,29768.387,29797.158,29843.42,30237.83,30734.18,30294.854,2.70805020110221,0
0,16,12,91366.336,91235.875,91360.78,91230.32,91175.336,92671.95,93097.45,92012.92,55798.074,55729.285,55793.12,55719.78,55719.246,56535.09,56904.332,56218.31,30191.465,30140.754,30161.246,30122.436,30148.93,30490.766,30960.52,30424.014,2.70805020110221,0
0,16,13,91930.54,91920.01,91985.52,91934.56,92048.555,93014.5,93712.43,91670.57,56197.832,56216.566,56211.75,56215.496,56300.08,56724.863,57362.04,56090.496,30501.322,30549.137,30496.148,30536.613,30511.361,30620.855,31221.63,30337.906,2.70805020110221,0
0,16,14,92159.48,92073.46,92180.94,92053.54,93022.55,93231.945,93308.58,91162.5,56252.57,56293.254,56268.094,56291.113,56675.88,56915.84,57036.56,55823.367,30531.543,30561.762,30526.264,30552.55,30614.336,30785.1,30943.857,30277.26,2.70805020110221,0
0,16,15,91701.8,91657.35,91727.85,91667.31,91557.34,93100.33,91260.4,92348.375,55720.72,55710.684,55741.73,55711.887,55665.18,56679.63,55573.906,56276.125,29971.854,29957.055,29987.066,29948.775,29899.615,30418.32,29896.098,30426.807,2.70805020110221,0
0,16,16,91734.17,91491.63,91741.64,91492.78,90764.2,92970.63,90955.78,93083.28,55820.824,55648.582,55819.355,55660.76,55145.777,56660.086,55215.637,56788.3,29994.621,29917.105,29985.309,29914.83,29588.104,30395.553,29643.574,30677.88,2.70805020110221,0
0,16,17,92376.54,91996.64,92365.62,91968.48,90113.59,93435.59,91779.58,93274.09,56275.453,56097.055,56265.55,56051.285,54983.57,57102.805,56066.81,57113.51,30464.686,30383.96,30430.223,30337.7,29725.748,30923.262,30332.008,30953.688,2.70805020110221,0
0,16,18,92737.09,92521.56,92633.06,92414.09,90869.57,93259.15,92833.65,93770.09,56761.668,56625.69,56703.582,56550.344,55485.844,57310.65,56727.67,57503.633,30931.955,30870.688,30901.113,30810.455,30216.924,31244.605,30818.63,31248.436,2.70805020110221,0
0,16,19,93243.44,93138.45,93197.46,93081.36,91861,93454.945,92492.445,93855.34,57133.453,57023.844,57042.715,56924.14,56155.94,57248.414,56662.63,57425.34,31050.246,31016.508,30984.53,30930.299,30544.79,31086.78,30770.816,31113.998,2.70805020110221,0
0,16,20,93021.2,92867.75,92971.2,92804.15,91469.22,93599.2,92174.62,92632.11,56899.516,56827.78,56887.066,56799.54,55839.293,57246.004,56472.723,56551.016,30864.686,30833.223,30843.986,30801.969,30356.432,31027.479,30568.488,30643.729,2.70805020110221,0
0,16,21,92433.25,92493.79,92450.3,92488.234,90815.734,93711.85,91976.33,93215.85,56476.203,56485.973,56496.945,56490.656,55462.69,57428.953,56408.75,56935.918,30622.201,30639.898,30618.477,30615.475,30214.441,31122.691,30726.729,30843.158,2.70805020110221,0
0,16,22,93148.03,93046.11,93151.1,93001.09,91065.555,93952.48,92774.07,92960.09,56916.777,56845.312,56900.85,56798.336,55725.54,57601.598,56910.355,56794.055,30861.994,30812.215,30842.02,30777.441,30280.262,31198.76,31102.512,30705.514,2.70805020110221,0
0,16,23,93600.55,93382.72,93580.62,93312.6,91811.57,94584.69,93469.125,93124.086,57179.09,57080.992,57155.8,57039.1,56208.004,57772.5,57351.062,56864.85,31103.133,31051.385,31077.154,31006.574,30627.895,31271.41,31402.328,30794.104,2.70805020110221,0
0,16,24,93769.9,93544.414,93727.945,93522.95,92561.414,94750.984,93308,93349.96,57272.1,57158.613,57245.336,57118.863,56500.426,57707.19,57129.84,56892.152,31126.625,31035.137,31082.951,30963.209,30580.908,31226.703,31082.123,30799.174,2.70805020110221,0
0,16,25,93778.91,93640.39,93820.86,93660.89,93301.49,94412.84,92458.92,92980.4,57204.918,57116.188,57230.215,57130.508,56913.164,57502.16,56502.703,56610.168,31051.178,31021.373,31057.906,30993.844,30710.688,31143.598,30641.658,30563.418,2.70805020110221,0
0,16,26,93522.95,93347.47,93608.016,93440.96,93239.414,94564.38,91576.88,92986.53,57142.152,57065.332,57229.14,57142.152,56960.406,57660.35,56009.13,56556.1,30896.56,30865.824,30953.068,30922.744,30817.285,31303.805,30369.783,30487.559,2.70805020110221,0
0,16,27,93717.984,93524.484,93835.04,93619.125,93038.64,94862.1,91435.12,93399,57218.703,57084.74,57273.04,57124.754,56740.52,57918.246,55987.715,56926.01,30976.975,30934.232,31008.54,30943.96,30786.031,31521.967,30419.252,30666.496,2.70805020110221,0
0,16,28,94171.45,93906.5,94280.46,94000.56,92938.445,95286.06,91532.055,93903.43,57598.79,57460.54,57679.22,57525.047,56847.05,58322.953,56119.54,57052.75,31264.89,31208.695,31310.945,31229.393,30874.104,31823.648,30528.127,30791.205,2.70805020110221,0
0,16,29,94396.945,94056.51,94448.86,94108.42,92748.016,95574.97,91396.414,94566.875,57640.14,57395.227,57713.215,57471.38,56619,58432.16,56000.695,57524.645,31244.09,31094.336,31294.904,31145.357,30688.334,31894.332,30427.117,31065.668,2.70805020110221,0
0,16,30,94567.64,94145.78,94515.72,94091.18,91346.61,95642.21,92848.21,95188.74,57660.887,57457.863,57638.535,57379.3,55364.324,58427.344,56894.293,58014.07,31268.824,31165.123,31260.13,31116.586,30127.816,31874.566,31014.336,31419.82,2.70805020110221,0
0,16,31,94627.61,94400.01,94506.14,94234.29,92463.33,95259.625,93480.04,95322.66,57634.387,57516.613,57528.125,57424.137,56262.07,57979.81,57152.055,58143.887,31227.426,31134.697,31175.68,31060.389,30380.857,31465.355,31049.938,31560.672,2.70805020110221,0
0,16,32,94675.12,94466.68,94613.05,94393.11,92374.05,95146.21,92389.19,95170.55,57610.43,57505.906,57558.637,57434.977,55726.473,57838.883,56424.945,58005.906,31107.168,31024.684,31054.594,30959.174,30076.898,31252.367,30546.86,31519.172,2.70805020110221,0
0,16,33,94182.76,93787.336,94209.766,93871.25,93225.81,95139.31,90853.29,94990.266,57377.43,57160.22,57465.492,57246.94,56827.914,57943.406,55607.766,58111.766,31042.07,30845.332,31114.309,30951.826,30594.05,31325.64,30147.584,31624.113,2.70805020110221,0
0,16,34,93444.41,93170.83,93398.81,92912.39,90564.38,94925.32,92902.81,95061.34,56905.402,56664.637,56793.92,56470.18,55138.414,57986.367,56782.68,58148.168,30727.04,30528.852,30621.787,30471.309,29680.625,31414.334,30865.307,31530.867,2.70805020110221,0
0,16,35,93376.78,93060.09,93314.13,93026.19,91705.625,94560.74,92396.66,94509.21,56845.445,56671.863,56790.707,56589.69,55836.215,57659.68,56467.37,57738.91,30709.86,30656.146,30679.848,30582.668,30062.928,31043.623,30578.941,31191.102,2.70805020110221,0
0,16,36,93388.27,93179.07,93448.625,93224.28,92347.99,94324.336,90592.36,93776.23,56854.414,56695.285,56883.453,56744.535,56284.42,57608.023,55237.184,56989.45,30629.445,30556.07,30663.908,30578.217,30306.445,31088.953,29633.537,30604.71,2.70805020110221,0
0,16,37,93582.34,93347.85,93717.41,93526.79,93299.95,94874.17,89987.16,93402.45,57140.945,56989.18,57275.18,57100.93,56915.44,58011.39,54868.477,56897.508,30813.352,30753.326,30890.973,30817.389,30794.725,31471.256,29444.041,30599.123,2.70805020110221,0
0,16,38,93797.11,93556.1,93890.02,93660.125,93079.26,94941.414,90772.63,94095.2,57332.863,57090.36,57447.29,57218.035,56902.86,58199.293,55458.543,57281.87,30932.783,30778.578,30995.086,30859.613,30790.584,31697.594,29848.076,30832.602,2.70805020110221,0
0,16,39,93795.95,93512.61,93910.91,93627.555,93064.695,94979.16,91336.836,94407.67,57291.508,57120.336,57389.742,57193.008,56844.242,58332.055,55785.227,57571.086,30957.518,30889.523,31016.508,30941.994,30795.758,31792.807,30120.055,31004.504,2.70805020110221,0
0,16,40,94170.11,93817.414,94201.53,93869.14,92765.64,95034.91,91493.164,94633.35,57455.453,57213.215,57493.46,57251.36,56742.395,58392.414,55772.11,57783.61,31092.576,31017.336,31128.592,31041.762,30832.809,31799.326,30086.006,31156.326,2.70805020110221,0
1,16,41,93625.64,93298.805,93694.805,93312.984,92382.09,94938.35,92775.8,94508.63,57292.043,57083.266,57341.695,57102,56460.945,58317.465,56361.508,57783.207,31037.518,30952.24,31055.215,30957.414,30674.672,31807.916,30357.467,31242.951,2.70805020110221,0
0,16,42,94695.805,94636.42,94697.53,94630.09,93557.63,95039.88,93466.055,94648.68,57852.535,57742.79,57833.527,57718.3,56942.074,58345.035,56873.55,58044.984,31355.654,31268.1,31347.582,31249.678,30760.674,31781.422,30581.736,31472.29,2.70805020110221,1
0,16,43,94603.27,94500.2,94640.63,94541.78,94139.266,94998.125,92749.734,94811.14,58077.24,57986.23,58074.83,57990.246,57597.72,58259.25,56237.715,58125.285,31571.229,31503.648,31568.125,31501.268,31233.637,31634.256,30264.22,31667.062,2.70805020110221,0
0,16,44,94874.17,94701.75,94919.19,94751.75,94193.68,95031.266,92509.69,95028.77,58282.402,58163.293,58297.793,58181.625,57740.383,58289.094,56317.88,58417.84,31883.26,31760.31,31905.096,31792.807,31464.32,31656.3,30345.773,31961.086,2.70805020110221,0
0,16,45,94843.71,94653.66,94890.07,94705.58,93889.06,95242.58,92680.195,94992.18,58252.69,58107.617,58270.625,58121.67,57401.92,58360.16,56460.14,58474.453,31894.023,31746.027,31907.89,31761.035,31237.258,31937.594,30589.084,32027.219,2.70805020110221,0
0,16,46,94408.25,94207.28,94444.836,94242.336,93432.336,94998.89,91993.38,94869.38,57877.293,57710.27,57917.44,57731.684,57036.96,58174.266,56038.973,58204.78,31547.012,31411.023,31571.54,31433.584,30889.006,31786.287,30297.545,31821.06,2.70805020110221,0
0,16,47,93629.86,93342.3,93766.836,93462.8,92880.4,94704.234,90941.23,93879.3,57201.17,56998.684,57279.73,57093.168,56750.426,57931.895,55484.906,57436.984,30980.285,30776.096,31062.77,30910.531,30600.055,31511.824,29901.271,31160.053,2.70805020110221,0
0,16,48,93358.39,92966.23,93422.76,92938.83,91872.875,94733.36,92351.25,94087.35,56898.44,56632.117,56896.703,56591.434,56206.934,57899.91,56324.438,57457.19,30712.447,30617.13,30704.168,30582.979,30336.562,31441.035,30423.29,31026.443,2.70805020110221,0
0,16,49,93757.64,93599.016,93743.08,93583.49,92552.6,94867.66,93585.984,94684.125,57313.055,57198.094,57311.047,57176.145,56496.547,58003.363,56927.082,57849.855,31072.188,31024.373,31085.64,31001.605,30504.428,31579.094,30721.14,31320.363,2.70805020110221,0
0,16,50,94446.945,94313.414,94367.82,94230.84,93233.86,94311.88,93541.34,95124.375,57615.383,57525.848,57564.93,57468.57,56805.562,57743.594,57102.67,58111.633,31271.41,31232.912,31234.672,31173.197,30771.645,31311.152,30970.248,31548.668,2.70805020110221,0
0,16,51,94334.875,94142.336,94333.72,94135.82,92573.87,94726.266,93509.734,94757.88,57550.742,57471.51,57538.965,57452.64,56521.707,57703.71,56993.73,57852.4,31243.883,31203.623,31229.186,31163.158,30595.914,31196.379,30888.385,31512.86,2.70805020110221,0
0,16,52,93415.29,93123.32,93485.21,93223.32,93081.17,94549.25,93705.72,94236.21,57078.45,56960.008,57114.984,57006.445,56595.98,57577.508,57016.215,57457.46,30996.846,30925.332,31019.613,30942.408,30467.584,31156.326,30736.146,31094.336,2.70805020110221,0
0,16,53,93384.63,93313.555,93346.7,93236.16,93021.59,94192.14,93685.03,94163.22,56968.973,56876.496,56965.227,56856.688,56597.723,57532.94,56880.508,57403.66,30803.832,30744.322,30853.508,30780.545,30480.312,31200.518,30543.754,30944.064,2.70805020110221,0
0,16,54,94201.53,94140.99,94186.586,94112.06,93083.086,94223.56,93776.99,94744.47,57364.18,57301.812,57346.113,57281.07,56491.594,57626.09,57068.14,57701.57,30996.639,30957.725,31009.16,30953.688,30492.422,31220.7,30732.422,31248.436,2.70805020110221,0
0,16,55,94282.19,94191.19,94289.66,94195.78,93443.64,94562.27,93775.266,94994.67,57534.816,57469.504,57520.094,57454.25,56740.254,57745.6,57263.27,57924.266,31169.988,31121.967,31159.018,31082.951,30433.95,31256.922,31034.723,31511.928,2.70805020110221,0
0,16,56,94598.68,94482.195,94515.72,94392.16,93740.2,94538.14,93537.13,94760.56,57612.707,57558.773,57603.07,57551.543,57194.746,57698.227,57207.996,57875.285,31334.438,31279.896,31324.709,31248.953,30961.658,31360.414,30989.91,31552.188,2.70805020110221,0
0,16,57,93987.73,93801.9,94095.78,93944.24,93591.734,94629.91,92680.38,94689.3,57343.703,57255.24,57358.96,57279.465,57095.445,57641.48,56829.79,57831.254,31239.121,31184.166,31232.602,31180.855,30935.164,31390.324,30935.578,31584.89,2.70805020110221,0
0,16,58,93858.8,93564.72,93862.82,93562.805,92843.805,94669.37,92974.27,94466.3,57347.984,57239.984,57359.496,57235.297,56868.465,57810.242,57072.023,57728.203,31264.684,31190.273,31284.762,31202.691,30889.006,31533.766,31093.197,31383.494,2.70805020110221,0
0,16,59,94258.05,94023.94,94266.48,94008.04,92460.45,95005.59,93085.58,94286.98,57599.723,57476.598,57580.72,57440.867,56783.613,58048.867,56996.945,57739.71,31441.242,31332.059,31444.244,31328.54,30944.479,31693.246,30966.314,31436.793,2.70805020110221,0
0,16,60,94332.38,94176.82,94309.97,94150.95,92882.31,94812.29,92749.93,94159.38,57852.133,57770.36,57828.71,57716.426,56893.36,58029.46,56786.156,57732.35,31615.627,31549.186,31590.893,31495.162,30976.664,31596.895,30806.936,31369.936,2.70805020110221,0
0,16,61,94477.6,94356.14,94517.64,94408.63,93868.18,94843.71,92527.125,94180.65,58050.605,57973.516,58055.023,57969.1,57497.742,58096.508,56487.043,57639.74,31668.201,31629.186,31687.451,31639.018,31264.684,31682.691,30510.74,31349.96,2.70805020110221,0
0,16,62,94625.305,94534.69,94675.695,94539.67,93933.7,94949.266,92551.26,93722.195,57837.68,57788.43,57896.7,57862.703,57620.2,58174.4,56560.383,57305.695,31536.248,31551.566,31618.318,31627.53,31516.793,31705.77,30695.268,31095.99,2.70805020110221,0
0,16,63,94564.58,94470.51,94641.98,94544.08,94035.05,95090.08,92177.49,93675.07,57790.035,57711.875,57820.547,57741.32,57594.37,58183.367,56503.1,57284.016,31446.21,31438.447,31473.945,31453.145,31458.94,31685.691,30698.889,30999.639,2.70805020110221,0
0,16,64,94537.56,94441.195,94627.61,94533.54,94177.586,95035.67,92428.08,93711.664,57877.695,57815.46,57903.12,57841.69,57635.19,58221.91,56664.24,57239.45,31557.775,31515.758,31554.566,31502.51,31423.545,31712.496,30748.98,30914.05,2.70805020110221,0
0,16,65,94262.45,94184.484,94341,94232.95,94034.48,94710.945,91453.51,94195.98,57829.516,57741.184,57847.715,57784.277,57576.703,57904.727,55857.496,57489.445,31526.416,31484.398,31548.15,31497.44,31361.346,31483.88,30160.625,31068.875,2.70805020110221,0
0,16,66,94171.45,94020.875,94170.875,94031.984,93615.875,94442.92,92612.95,94250.96,57629.434,57486.234,57651.785,57527.99,57230.215,57828.043,56199.703,57384.523,31345.201,31211.178,31386.908,31269.96,31067.945,31432.445,30211.129,31097.44,2.70805020110221,0
0,16,67,94529.33,94428.36,94551.36,94438.9,93824.88,94764.39,93152.44,94392.34,57882.51,57792.977,57878.23,57791.24,57389.742,58069.742,56619.938,57693.406,31609.004,31547.426,31615.73,31541.217,31186.754,31736.922,30510.74,31405.951,2.70805020110221,0
0,16,68,94651.74,94518.79,94622.81,94497.33,93748.83,94891.8,93048.8,94396.75,58042.44,57963.21,58047.793,57947.688,57496.81,58135.188,56752.297,57860.43,31800.879,31751.203,31795.912,31746.13,31384.219,31780.18,30778.371,31539.975,2.70805020110221,0
1,16,69,94088.5,93956.88,94090.03,93966.84,93509.35,94603.47,91869.43,94420.51,57652.05,57577.91,57658.074,57573.36,57119.668,57857.617,56008.324,57858.824,31384.633,31317.672,31383.184,31317.465,30994.154,31504.373,30349.705,31488.436,2.70805020110221,0
0,16,70,93757.26,93575.26,93783.31,93590.2,93096.305,94166.664,92642.266,94173.75,57170.926,57015.95,57203.18,57042.715,56766.484,57711.473,56380.914,57774.508,30889.213,30783.443,30957.725,30819.459,30717.725,31375.422,30431.672,31451.178,2.70805020110221,1
0,16,71,93893.664,93724.12,93879.1,93702.086,92612.19,94295.59,93491.54,94182.18,57318.945,57177.215,57310.246,57167.043,56610.57,57791.24,56930.027,57868.727,30943.65,30864.893,30957.932,30865.926,30697.648,31513.895,30793.69,31582.717,2.70805020110221,0
0,16,72,94241.95,94102.87,94204.79,94047.88,91919.43,94357.29,93683.305,94319.35,57514.207,57390.277,57470.31,57343.703,56267.56,57849.992,57144.96,58024.773,31214.076,31139.354,31191.309,31087.607,30590.326,31504.062,31054.283,31686.83,2.70805020110221,0
0,16,73,93746.53,93584.07,93735.414,93558.586,92060.43,94027.96,92809.51,94192.53,57179.89,57039.637,57156.07,57012.6,56171.6,57544.316,56654.867,57595.04,31020.338,30937.025,31003.78,30880.52,30299.305,31277.828,30732.318,31216.56,2.70805020110221,0
