Ix,t,l,g.300.42N.4W,g.300.43N.4W,g.300.42N.3W,g.300.43N.3W,g.300.45N.5E,g.300.35N.5E,g.300.45N.10W,g.300.35N.10W,g.500.42N.4W,g.500.43N.4W,g.500.42N.3W,g.500.43N.3W,g.500.45N.5E,g.500.35N.5E,g.500.45N.10W,g.500.35N.10W,g.700.42N.4W,g.700.43N.4W,g.700.42N.3W,g.700.43N.3W,g.700.45N.5E,g.700.35N.5E,g.700.45N.10W,g.700.35N.10W,trend,Ix.lag1
0,1,1,92237.65,92297.61,92274.62,92295.695,91813.68,93298.62,92628.27,91646.234,56439.266,56501.766,56470.715,56510.465,56356.555,57106.953,56763.94,56210.547,30655.318,30727.557,30698.27,30745.771,30787.064,30986.807,30854.543,30361.09,-Inf,0
0,1,2,92414.28,92383.24,92434.4,92389.375,91689.34,93210.875,92580.38,91771.336,56618.734,56657.547,56639.477,56662.23,56298.07,57040.04,56758.32,55972.457,30744.426,30760.363,30768.127,30764.193,30708.41,30950.791,30798.242,30154.621,-Inf,0
0,1,3,92034.19,91993.19,92025.18,91982.266,91542.21,92331.33,92041.66,91700.266,56308.11,56332.066,56304.363,56320.42,56103.08,56641.35,56368.332,56000.562,30502.15,30504.635,30499.666,30491.904,30560.934,30679.64,30497.7,30215.889,-Inf,0
0,1,4,91961.766,91884.18,91947.78,91851.805,91657.734,92333.82,91421.32,92260.25,56080.46,56053.293,56091.57,56066.008,56103.21,56604.28,55778.535,56328.453,30344.014,30318.762,30371.232,30338.217,30455.475,30765.021,30113.225,30392.24,-Inf,0
0,1,5,91889.164,91777.28,92038.21,91921.73,91884.18,92488.234,90414.19,92157.18,56043.926,55960.68,56108.43,56012.875,56183.11,56465.363,55150.727,56328.72,30233.172,30154,30276.95,30205.438,30469.447,30464.479,29732.682,30541.684,-Inf,0
0,1,6,91584.164,91511.75,91725.74,91677.27,92433.82,92741.31,90450.78,92245.69,56129.844,56043.926,56159.42,56082.87,56436.59,56720.848,55364.59,56576.44,30548.205,30494.492,30561.244,30509.498,30614.232,30720.002,30052.992,30726.521,-Inf,0
0,1,7,91861.95,91834.945,91937.44,91921.34,92408.914,92505.86,91918.86,92138.41,56278.934,56274.652,56273.18,56276.66,56534.418,56638.14,56269.43,56447.16,30647.867,30661.115,30620.027,30645.59,30736.354,30686.367,30610.61,30632.344,-Inf,0
0,1,8,92367.34,92307.766,92374.24,92310.83,92404.32,92804.336,92515.24,91589.336,56372.883,56342.637,56367.664,56340.363,56404.47,56749.89,56248.957,56175.348,30491.8,30437.57,30505.047,30430.016,30545.307,30642.59,30309.344,30510.12,-Inf,0
0,1,9,92438.04,92361.98,92384.016,92286.12,91993,93050.13,92697.625,92458.54,56348.125,56286.293,56317.344,56246.145,56077.516,56981.285,56297.805,56425.883,30425.152,30330.248,30451.44,30335.734,30316.38,30803.107,30227.998,30479.795,-Inf,0
0,1,10,93494.79,93368.35,93425.25,93277.734,91281.85,94025.28,93459.734,92912.39,56890.01,56755.242,56862.176,56705.992,55681.906,57672.527,56870.473,56787.766,30715.553,30598.812,30704.479,30567.04,30095.527,31316.016,30639.484,30739.562,-Inf,0
