Ix,t,l,g.300.41N.2E,g.300.42N.2E,g.300.41N.3E,g.300.42N.3E,g.300.45N.5E,g.300.35N.5E,g.300.45N.10W,g.300.35N.10W,g.500.41N.2E,g.500.42N.2E,g.500.41N.3E,g.500.42N.3E,g.500.45N.5E,g.500.35N.5E,g.500.45N.10W,g.500.35N.10W,g.700.41N.2E,g.700.42N.2E,g.700.41N.3E,g.700.42N.3E,g.700.45N.5E,g.700.35N.5E,g.700.45N.10W,g.700.35N.10W,trend,Ix.lag1
1,11,2,93188.836,93123.32,93083.85,93011.24,92494.74,93346.32,93801.9,93569.32,57298.47,57276.387,57251.625,57196.89,56841.164,57266.215,57629.97,57192.473,31285.383,31297.594,31245.848,31241.916,31013.818,31216.664,31407.4,31072.912,2.30258509299405,1
0,11,3,92598.39,92532.484,92472.52,92390.91,92056.02,92830.01,92455.85,93100.52,56667.047,56623.55,56606.42,56574.3,56444.35,56848.12,56521.305,56815.867,30763.986,30726.521,30728.281,30692.266,30689.988,30869.238,30631.309,30553.275,2.30258509299405,1
0,11,4,92225.58,92092.62,92180.17,92027.1,91362.695,92900.125,90670.14,92145.69,56200.64,56100.535,56169.594,56064.535,55659.56,56789.77,55127.574,55919.863,30279.537,30214.234,30269.498,30199.227,29955.709,30692.473,29469.5,29779.979,2.30258509299405,0
0,11,5,92685.945,92567.93,92721,92579.42,91780.53,93527.555,90803.09,89722.586,56405.67,56317.746,56499.89,56380.51,55878.91,57220.98,54853.754,54475.68,30180.287,30141.996,30265.566,30208.023,30075.967,30916.225,29300.807,29196.486,2.30258509299405,0
0,11,6,91135.68,91084.72,91619.61,91499.68,92093.195,93509.734,90669.75,91073.22,55503.777,55428.832,55696.363,55631.05,56068.15,57027.324,55053.03,55311.594,29712.398,29652.889,29824.17,29730.922,29907.17,30622.201,29329.164,29731.129,2.30258509299405,0
0,11,7,91274.766,91172.84,91403.695,91259.82,91013.26,92997.836,91426.69,91559.26,55555.3,55495.344,55662.77,55591.035,55603.883,56726.336,55386.81,55641.758,29842.385,29805.334,29893.406,29835.348,29954.363,30454.129,29583.135,29803.574,2.30258509299405,0
0,11,8,90676.46,90875.51,90756.92,90976.09,91683.59,92775.984,91263.08,92493.59,55246.418,55322.703,55314.94,55365.527,55810.656,56506.18,55412.906,56196.76,29685.8,29711.777,29725.023,29723.057,30030.533,30336.562,29616.047,30139.305,2.30258509299405,0
0,11,9,91817.89,91549.49,91745.48,91507.914,91151.38,93368.35,91240.85,92587.47,55957.6,55865.527,55958.81,55855.758,55639.75,56978.34,55450.38,56372.348,30158.865,30111.361,30159.9,30101.322,30040.572,30737.078,29699.875,30285.125,2.30258509299405,0
0,11,10,93081.94,92951.85,93103.4,92933.84,92338.8,94116.85,91591.445,92456.43,56878.1,56743.598,56868.598,56722.453,56341.434,57648.438,55947.7,56566.137,30857.75,30808.074,30836.535,30764.504,30520.572,31349.547,30224.582,30627.584,2.30258509299405,0
0,11,11,93042.47,92930.016,93080.41,92929.44,92549.92,94285.445,91644.516,93560.51,56962.684,56896.973,57002.7,56913.434,56668.25,57739.176,55868.74,57209.47,31015.473,30968.178,31020.959,30952.965,30736.664,31518.965,30293.922,31034.723,2.30258509299405,0
1,11,12,92942.47,92839.016,92953.39,92827.91,92346.46,93857.45,90748.49,93085.96,56814.934,56732.492,56790.707,56720.715,56491.19,57476.734,55504.445,56994.938,30874.309,30826.082,30848.85,30803.107,30627.377,31281.553,30187.326,30941.373,2.30258509299405,0
0,11,13,92457.58,92311.98,92587.086,92449.15,92271.555,93450.54,89676.984,92658.55,56486.64,56381.316,56571.758,56471.785,56296.332,57292.043,54717.78,56577.38,30599.227,30531.955,30643.21,30567.453,30431.982,31091.748,29591.207,30538.994,2.30258509299405,1
0,11,14,92319.64,92100.664,92385.164,92178.64,91866.74,93439.234,89569.7,92422.71,56270.77,56147.242,56344.51,56212.953,56040.445,57102,54678.3,56393.76,30348.256,30302.203,30396.691,30327.455,30255.734,30849.988,29460.496,30346.703,2.30258509299405,0
0,11,15,92549.34,92413.32,92656.25,92513.71,92267.336,93963.78,89707.83,92295.31,56527.06,56442.21,56624.758,56540.71,56440.066,57373.28,54752.977,56222.723,30523.158,30494.7,30584.219,30530.404,30547.17,31008.953,29469.707,30269.912,2.30258509299405,0
0,11,16,92516.97,92319.45,92705.87,92489.38,92396.84,94140.8,90030.836,91816.36,56360.973,56283.887,56499.89,56398.445,56376.9,57499.887,54995.883,56149.383,30483.521,30443.574,30553.068,30510.533,30481.244,30984.012,29676.797,30407.766,2.30258509299405,0
0,11,17,91672.29,91515.39,91853.336,91671.91,91732.83,93862.24,90190.805,91733.41,56116.06,55988.516,56205.727,56075.242,55951.98,57163.03,55042.324,56107.76,30317.209,30261.012,30361.504,30276.742,30139.512,30863.236,29674.727,30530.508,2.30258509299405,0
0,11,18,90960.19,91000.23,90945.82,90958.66,91106.75,93462.8,91389.71,93018.336,55640.555,55585.01,55585.01,55528.535,55490.26,57030.535,55900.992,56986.504,30098.84,30050.094,30033.328,29984.895,29832.553,30903.39,30294.129,31048.074,2.30258509299405,0
0,11,19,91582.44,91407.336,91614.44,91378.79,91433.39,93682.92,91768.47,93508.97,56109.234,55999.492,56070.023,55961.35,55774.52,57323.496,56244.27,57280.535,30528.541,30471.309,30517.777,30420.805,30101.84,31225.77,30627.996,31159.742,2.30258509299405,0
0,11,20,92316.96,92290.91,92321.37,92265.42,92311.98,93817.03,92332.48,93439.43,56679.63,56626.094,56637.605,56573.5,56489.85,57454.785,56583.805,57307.836,30929.16,30907.117,30894.076,30847.918,30740.39,31383.908,30914.361,31185.408,2.30258509299405,0
0,11,21,92900.51,92837.484,92859.13,92816.984,92717.555,93796.15,92293.97,93817.984,57076.574,57035.086,57049.137,57014.074,56928.29,57617.793,56430.03,57516.348,31069.6,31041.14,31039.07,31019.613,31097.854,31459.56,30691.334,31291.592,2.30258509299405,0
0,11,22,92814.3,92733.836,92794.76,92712.766,92571.76,93769.33,91809.27,93271.22,56955.855,56903.664,56957.195,56910.086,56827.38,57545.92,55966.836,57228.07,31090.61,31054.076,31054.076,31039.588,31028.824,31394.773,30286.057,31124.865,2.30258509299405,0
0,11,23,92712.95,92715.83,92699.93,92709.31,92612.95,93625.836,93311.836,93249.95,56861.906,56834.87,56875.156,56833,56728.477,57311.984,56938.46,57042.98,31052.73,31040.83,31040.83,31039.07,30956.482,30957.828,30914.258,30918.81,2.30258509299405,0
0,11,24,93348.234,93358.195,93254.17,93255.7,93122.17,93768.18,93703.234,93103.78,57129.035,57098.656,57078.312,57048.336,56882.652,57463.348,57026.387,57059.844,31125.28,31090.713,31113.998,31061.01,30889.006,31157.982,30938.992,30948.514,2.30258509299405,0
0,11,25,93981.41,94018.766,93981.79,94022.41,93930.26,94530.28,93239.23,93372.375,57589.555,57582.46,57597.047,57581.254,57472.72,58106.28,56934.98,57093.305,31354.93,31362.174,31361.863,31349.86,31262.613,31593.377,30869.445,30947.375,2.30258509299405,0
0,11,26,93340.19,93332.336,93477.74,93439.81,93665.3,94697.73,93032.7,93749.21,57326.707,57297.934,57375.688,57340.625,57396.97,58098.117,56731.42,57495.6,31230.945,31215.629,31242.951,31222.873,31234.879,31573.713,30597.156,31196.69,2.30258509299405,0
0,11,27,93512.99,93442.49,93501.5,93419.5,93147.46,94244.445,91050.04,94164.94,57201.305,57122.746,57211.21,57133.32,57002.566,57907.805,55615.258,57761.797,31109.963,31054.904,31112.963,31071.463,30971.695,31489.16,30044.713,31412.988,2.30258509299405,0
0,11,28,93522.766,93340.19,93467.78,93277.734,92069.63,94338.7,93308.766,94190.23,57253.098,57061.45,57252.43,57050.344,56360.168,57847.45,56936.85,57993.86,31115.033,31025.719,31119.484,30995.5,30687.506,31416.715,30964.969,31721.293,2.30258509299405,0
0,11,29,93487.516,93458.97,93444.41,93399.38,92789.97,94054.4,93695.95,93983.516,57191,57123.816,57152.324,57088.35,56595.312,57667.844,57292.848,57772.234,31097.336,30998.604,31058.113,30962.898,30621.373,31373.87,31185.822,31621.32,2.30258509299405,0
0,11,30,93121.41,92941.51,93042.47,92821.96,91756.4,94004.016,94395.03,93883.51,56922.53,56746.008,56865.117,56705.59,55711.082,57498.816,57349.594,57605.08,30751.566,30621.58,30717,30579.562,29947.016,31180.027,31006.78,31370.04,2.30258509299405,0
0,11,31,94374.914,94269.92,94319.93,94208.43,93512.42,94476.445,94327.016,94245.98,57391.883,57306.766,57348.387,57252.297,56669.32,57764.875,57307.57,57878.363,30895.836,30764.09,30842.848,30744.322,30244.35,31323.777,30878.76,31588.098,2.30258509299405,0
0,11,32,94219.54,94006.5,94205.555,93983.516,92923.12,94626.65,93811.48,94777.04,57338.75,57142.688,57328.445,57137.47,56338.223,57974.99,57191.402,58271.965,30909.91,30774.336,30893.352,30734.594,30210.611,31348.824,30930.402,31810.814,2.30258509299405,0
0,11,33,93416.055,93230.03,93374.484,93195.55,92356.42,93895,93741.93,94734.51,56852.004,56683.105,56797.266,56625.293,55928.562,57418.78,57231.55,58377.56,30623.34,30539.926,30600.158,30507.842,30019.15,31131.592,31093.094,31891.643,2.30258509299405,0
0,11,34,93486.94,93354.555,93349.58,93216.62,92611.03,93733.695,94153.63,94417.445,57049.94,56990.387,56937.92,56867.93,56386.668,57198.36,57575.633,58129.7,30722.9,30738.424,30662.46,30651.18,30381.89,30932.68,31381.424,31750.893,2.30258509299405,0
0,11,35,94069.53,94059.766,93975.85,93970.68,93597.86,93909.18,93423.14,94714.97,57533.344,57518.62,57462.95,57450.902,57243.195,57479.676,57381.445,58030.13,31302.252,31307.943,31235.188,31240.777,31079.95,31053.766,31139.25,31568.021,2.30258509299405,0
0,11,36,94441.195,94345.984,94385.64,94301.34,94012.445,94454.23,92612.95,94686.23,57865.65,57826.168,57815.46,57778.39,57546.594,57829.914,56582.598,57928.418,31418.785,31385.252,31380.596,31348.824,31234.773,31290.04,30536.82,31502.096,2.30258509299405,0
0,11,37,93508.78,93347.66,93660.125,93456.28,93359.16,94779.15,91455.234,94350.77,57287.36,57179.625,57356.55,57270.496,57126.63,57891.613,55711.617,57650.312,31052.73,30975.732,31074.258,30994.465,30886.729,31293.248,30099.46,31238.5,2.30258509299405,0
0,11,38,92966.414,92705.87,92962.01,92657.016,92109.86,94346.37,92341.87,94509.016,56578.45,56427.22,56627.97,56474.195,56211.75,57656.203,55680.035,57573.76,30488.592,30448.645,30549.86,30481.14,30380.857,31244.812,29639.332,31128.592,2.30258509299405,0
0,11,39,94074.9,93813.97,93972.98,93690.016,92626.36,94768.99,93478.89,94928,57090.09,56898.844,57009.12,56794.188,56235.57,57875.82,56532.41,57891.88,30713.275,30677.777,30731.49,30638.035,30442.021,31399.018,30255.527,31226.703,2.30258509299405,0
0,11,40,94844.86,94691.4,94884.32,94732.78,94331.805,95387.22,93476.4,94534.305,57867.39,57780.4,57887.465,57799.402,57494.934,58317.734,56960.94,57815.996,31302.252,31245.227,31303.287,31243.262,31031.205,31630.945,30842.02,31260.027,2.30258509299405,0
0,11,41,94404.03,94274.91,94451.35,94318.4,93975.85,95086.055,93520.66,94550.4,57857.082,57750.555,57869.26,57773.035,57513.27,58253.496,57213.082,57823.758,31561.293,31503.027,31532.73,31480.053,31303.287,31700.8,31152.498,31369.729,2.30258509299405,0
0,11,42,94147.89,94095.78,94126.24,94042.91,93723.34,94899.266,93703.805,95070.34,57792.44,57701.438,57765.273,57704.246,57470.44,58110.16,57435.51,58089.28,31586.441,31505.408,31558.914,31504.89,31300.389,31707.219,31341.889,31533.455,2.30258509299405,0
1,11,43,94015.89,93919.52,93990.984,93865.5,93508.97,94546.95,92690.92,95234.53,57605.613,57536.152,57554.62,57500.42,57268.89,57997.473,56857.89,58292.44,31417.75,31371.799,31382.252,31338.268,31144.219,31596.48,30999.742,31613.246,2.30258509299405,0
0,11,44,93635.22,93516.25,93665.68,93488.28,93266.81,94810.76,94526.836,95096.21,57231.55,57133.32,57228.875,57147.1,56887.87,57952.37,57585.137,58156.066,31047.557,30992.809,31051.592,30991.566,30770.299,31332.885,31242.64,31534.594,2.30258509299405,1
1,11,45,93779.29,93381.375,93624.3,93242.29,91536.84,94110.336,94660.37,94987.39,56936.184,56665.977,56835.14,56564.13,55049.684,57222.72,57696.754,57938.723,30482.28,30378.062,30449.576,30291.025,29513.277,30702.615,31235.086,31391.566,2.30258509299405,0
0,11,46,92697.82,92348.375,92071.35,91790.305,90901.375,94250.38,94713.81,95061.34,56350.934,56252.035,56176.953,56035.227,55427.227,57375.42,57938.99,57995.2,30540.34,30485.902,30414.182,30339.045,29885.541,30782.305,31450.557,31490.195,2.30258509299405,1
0,11,47,93778.14,93630.625,93550.54,93373.14,92580.19,94498.09,94507.68,95266.72,57173.87,57087.816,57035.35,56935.113,56254.31,57591.293,57946.082,58124.883,30864.893,30830.324,30769.47,30739.562,30293.096,30974.283,31535.316,31602.795,2.30258509299405,0
0,11,48,93730.24,93549.77,93647.29,93444.22,92725.22,94581.82,93481.19,95103.3,57206.926,57124.887,57144.16,57052.215,56665.977,57730.21,57302.883,57922.125,30961.244,30940.234,30912.809,30884.555,30646.004,31147.012,31235.293,31443.52,2.30258509299405,0
0,11,49,93014.5,92784.03,93017.375,92769.47,92115.03,94461.51,93613.95,94142.91,56695.418,56552.62,56684.18,56544.324,56115.926,57478.34,56831.395,57211.88,30638.656,30528.127,30620.13,30495.63,30140.443,30993.12,30615.164,30852.887,2.30258509299405,0
0,11,50,93283.09,93177.16,93263.555,93151.1,92256.99,94579.13,93142.09,93921.63,56655.54,56477.81,56670.527,56475.8,55852.277,57674.938,56412.23,57022.504,30529.37,30388.102,30549.137,30387.066,29906.344,31235.602,30047.816,30625.824,2.30258509299405,0
0,11,51,94178.92,93986,94231.03,94044.44,93158.95,95188.94,92795.52,93972.98,57201.438,57066.938,57204.25,57050.477,56555.43,58104.67,56277.195,57023.44,30830.016,30743.08,30846.781,30760.777,30475.76,31545.562,30139.822,30642.072,2.30258509299405,0
0,11,52,94472.04,94136.01,94605.95,94290.04,93426.98,95716.93,92238.03,94601.94,57841.023,57636.797,57922.125,57743.863,57176.547,58493.59,56158.617,57626.625,31369.521,31263.234,31424.477,31310.738,31071.773,31915.963,30298.787,31126.004,2.30258509299405,0
0,11,53,95060.195,94804.24,95116.13,94854.24,93971.25,96115.61,92904.73,95300.625,58093.97,57913.16,58143.887,57964.953,57496.137,58666.367,56458.137,58079.11,31590.168,31474.877,31627.633,31504.477,31289.625,32122.432,30455.164,31500.957,2.30258509299405,0
0,11,54,94742.94,94407.48,94839.875,94485.45,93678.9,95971.34,92877.52,95595.85,57827.24,57610.566,57897.098,57706.523,57244.535,58552.61,56394.297,58288.56,31424.684,31251.645,31467.633,31312.395,31029.135,32051.436,30394.414,31647.4,2.30258509299405,0
0,11,55,94864.4,94691.78,94838.34,94620.33,93532.914,95513.85,94304.41,95624.97,57841.156,57675.207,57805.69,57638.668,56795.39,58307.965,57584.734,58234.625,31190.377,31088.85,31153.844,31044.14,30453.818,31702.56,31298.318,31609.314,2.30258509299405,0
0,11,56,94452.5,94257.47,94389.47,94200.95,93604.375,95013.445,93474.87,95353.88,57637.062,57523.574,57613.375,57495.336,57005.11,57893.086,57146.03,58118.055,31142.045,31105.822,31109.86,31069.393,30725.383,31318.81,31041.863,31631.564,2.30258509299405,0
0,11,57,93749.016,93617.59,93727.56,93584.45,93477.94,94727.04,93747.484,95118.44,57459.734,57405.934,57438.992,57382.246,57214.152,57825.902,57175.207,58099.188,31229.186,31198.139,31204.451,31179.2,31068.357,31328.643,30923.676,31621.113,2.30258509299405,0
0,11,58,93679.48,93661.47,93603.99,93594.99,93710.516,94145.016,93077.914,95134.52,57370.066,57378.902,57356.684,57373.816,57390.145,57587.812,56650.85,58224.855,31250.195,31243.777,31240.467,31230.738,31216.457,31343.959,30704.686,31702.975,2.30258509299405,0
0,11,59,93196.695,93098.22,93224.664,93121.21,92959.13,93812.24,93091.71,95129.734,56986.1,56901.656,56985.434,56911.426,56799.94,57288.164,56961.344,58070.145,30957.104,30906.91,30944.168,30902.666,30852.887,31130.453,30841.605,31418.164,2.30258509299405,0
0,11,60,92634.984,92675.41,92657.97,92653.945,92903.96,93435.41,92795.52,94570.516,56609.23,56621.008,56595.312,56605.082,56811.72,57195.55,56854.01,57592.23,30723.729,30741.219,30728.281,30732.525,30878.242,31032.758,30729.523,31021.787,2.30258509299405,0
0,11,61,93018.91,92998.02,92973.5,92931.93,93054.92,93980.445,93465.484,94056.51,56904.062,56887.87,56906.07,56877.164,56957.863,57453.848,57155.535,57185.38,30945.926,30966.21,30951.93,30966.936,31085.951,31211.178,30997.465,30753.223,2.30258509299405,0
0,11,62,93322.75,93292.29,93336.74,93281.76,93175.81,94528.75,93132.32,94033.71,57106.016,57099.324,57116.59,57103.61,57078.984,57908.34,56979.277,57309.04,31085.54,31098.578,31103.027,31089.367,31158.086,31540.596,30890.352,30810.87,2.30258509299405,0
0,11,63,93631.195,93438.27,93681.2,93471.23,93128.11,94784.125,92897.64,94262.266,57313.59,57163.566,57314.797,57171.863,56974.594,58121.133,56704.92,57393.355,31086.262,31039.277,31080.777,31037.518,30957.518,31616.352,30698.578,31010.506,2.30258509299405,0
0,11,64,92954.92,92833.46,92887.87,92698.97,92944.96,94723.016,91824.41,94320.88,56656.074,56560.516,56697.293,56587.016,56590.496,58000.016,56076.58,57497.074,30631.62,30578.63,30683.883,30617.338,30619.613,31536.662,30313.896,31007.09,2.30258509299405,0
0,11,65,93732.734,93544.22,93851.7,93637.71,93265.664,94951.76,90384.68,93824.695,57048.6,56900.85,57098.387,56955.188,56762.6,58024.64,55160.23,57025.45,30741.219,30663.184,30748.67,30662.254,30619.512,31485.227,29729.268,30619.924,2.30258509299405,0
0,11,66,94015.695,93871.63,94195.21,94086.2,93809.56,95038.55,90254.22,93749.59,57428.953,57274.38,57535.887,57396.836,57224.324,58334.195,55016.895,56930.695,31126.418,31021.373,31224.219,31089.16,31039.898,31818.37,29629.19,30531.129,2.30258509299405,0
0,11,67,94398.28,94200.19,94532.77,94364.18,94139.65,95470.75,90155.17,93975.66,57833.13,57645.094,57959.867,57803.684,57565.598,58625.684,55122.086,57305.16,31300.7,31185.926,31437.723,31316.223,31203.727,32024.424,29714.674,30846.678,2.30258509299405,0
0,11,68,94247.89,93892.32,94418.78,94049.414,93377.93,95530.91,91674.4,94565.34,57786.957,57534.15,57888.938,57657.67,57155.402,58685.64,55730.223,57746.94,31392.498,31227.943,31476.016,31292.73,30995.5,32073.479,30096.459,31260.234,2.30258509299405,0
1,11,69,93764.16,93371.03,93820.48,93467.97,92448,95531.09,93593.07,95351.016,57370.066,57004.305,57421.594,57060.78,56389.613,58625.547,57064.26,58389.066,31058.424,30898.217,31082.951,30850.402,30558.45,31981.164,30914.982,31779.664,2.30258509299405,0
0,11,70,93579.47,93279.07,93386.55,93063.55,91200.43,95024.945,94655.58,95602.94,56965.895,56794.055,56824.836,56614.85,55732.363,58218.832,57872.34,58459.33,30752.291,30714.104,30662.047,30622.822,30197.055,31625.562,31374.594,31818.576,2.30258509299405,1
0,11,71,94011.29,93999.23,93751.89,93772.39,93457.24,94191.375,94808.266,95702.37,57240.92,57221.246,57096.246,57064.93,56807.438,57534.15,58016.477,58439.387,30890.455,30898.527,30802.486,30802.486,30617.959,31090.299,31406.469,31704.01,2.30258509299405,0
0,11,72,94927.81,94816.88,94872.25,94765.35,94126.24,94880.3,94119.73,95464.234,57837.68,57784.145,57794.184,57722.715,57207.195,57933.637,57540.168,58275.176,31229.393,31202.38,31208.074,31174.334,30851.334,31308.15,31233.12,31481.086,2.30258509299405,0
0,11,73,94654.62,94490.625,94621.09,94451.55,93765.49,95123.03,93035.58,95008.086,57728.87,57663.965,57740.918,57681.63,57383.453,58124.613,56695.688,58052.613,31232.395,31196.172,31236.43,31198.45,30985.875,31433.895,30502.357,31303.908,2.30258509299405,0
1,11,74,94700.984,94546.95,94718.03,94574.92,94172.984,95132.99,92250.484,94747.914,57865.246,57731.95,57853.203,57735.7,57433.37,58205.45,56190.47,57824.965,31327.71,31283.934,31327.71,31282.898,31135.94,31558.19,30358.709,31252.887,2.30258509299405,0
0,11,75,94339.664,94138.12,94392.73,94176.625,93598.25,95114.22,92152.2,94591.78,57602.266,57432.3,57663.562,57506.043,57188.324,58316.26,56341.566,57788.83,31363.727,31272.652,31412.678,31337.232,31158.396,31683.414,30520.469,31311.463,2.30258509299405,1
0,11,76,94019.72,93702.27,94033.33,93714.73,93157.805,95213.84,93289.805,94697.34,57470.04,57296.594,57491.855,57295.523,56979.01,58440.86,56570.285,57902.05,31204.037,31120.312,31235.602,31161.088,30967.867,31848.59,30497.285,31354.62,2.30258509299405,0
1,11,77,94366.29,94156.32,94370.31,94206.32,93443.26,94970.73,92745.91,94717.836,57395.9,57224.457,57396.164,57231.688,56746.676,58202.906,56345.18,57862.703,30931.645,30834.879,30953.586,30842.33,30619.305,31665.305,30251.594,31349.133,2.30258509299405,0
0,11,78,93623.73,93167.766,93620.28,93168.73,92260.83,94811.33,92703.76,94606.34,57064.395,56773.176,57037.227,56769.965,56201.445,58045.652,56290.44,57719.1,30800.416,30676.328,30789.652,30647.66,30245.074,31545.562,30245.385,31283.105,2.30258509299405,1
0,11,79,93629.48,93465.484,93641.93,93500.54,92803.95,94681.44,91891.46,94551.93,56969.64,56801.28,56992.797,56816.54,56280.81,57848.117,55651.527,57650.582,30617.234,30509.188,30652.525,30525.229,30232.242,31375.523,29611.7,31095.99,2.30258509299405,0
0,11,80,93444.02,93279.65,93487.516,93323.14,92829.625,94418.98,90598.1,94292.15,56877.164,56679.63,56929.625,56770.633,56358.43,57836.875,54904.344,57517.953,30384.375,30259.045,30436.121,30304.375,30187.844,31322.123,29404.3,30955.137,2.30258509299405,0
0,11,81,92005.26,91760.23,92025.18,91778.234,91593.74,94320.12,92297.61,94493.12,56113.652,55930.434,56182.31,55976.875,55727.145,57719.37,56085.414,57519.83,30233.172,30147.688,30226.135,30155.139,29976.926,31172.68,30186.602,30998.396,2.30258509299405,0
0,11,82,92777.13,92267.15,92720.62,92206.61,90544.65,94476.06,92877.71,93908.61,56343.04,56031.477,56312.527,55993.203,55222.195,57634.52,56373.02,57417.71,30343.393,30222.617,30332.836,30180.805,29767.559,31148.875,30383.133,31053.352,2.30258509299405,0
0,11,83,92736.71,92315.62,92743.61,92320.6,91191.62,94465.15,92782.12,93468.164,56414.105,56182.44,56398.445,56178.69,55551.152,57737.438,56403.13,56943.945,30458.373,30320.312,30466.86,30296.303,29888.646,31267.375,30466.135,30793.586,2.30258509299405,0
0,11,84,92746.67,92225.766,92718.32,92246.266,90455.19,94379.32,93197.84,93794.234,56382.79,56079.793,56390.953,56082.066,55170.266,57695.95,56733.293,57176.547,30468.62,30329.834,30454.854,30273.535,29880.057,31225.77,30590.326,30779.82,2.30258509299405,0
0,11,85,92988.06,92629.62,92876.18,92463.71,91355.61,94209.195,92833.65,94000.56,56624.758,56383.992,56556.234,56326.445,55794.19,57694.21,56576.176,57151.52,30495.32,30388.826,30469.86,30343.082,30132.578,31274.826,30425.566,30683.572,2.30258509299405,0
0,11,86,93615.1,93439.05,93607.63,93396.13,92436.125,94686.61,92349.14,93932.17,57108.293,56972.99,57082.73,56936.99,56447.293,57880.773,56245.074,56999.22,30776.303,30695.371,30755.81,30672.809,30524.09,31404.812,30286.057,30628.824,2.30258509299405,0
0,11,87,93952.86,93781.4,93927.766,93738.29,93155.31,95102.34,92784.22,94148.84,57373.68,57245.203,57370.47,57246.406,56943.41,58175.87,56456.93,57136.13,31126.521,31090.195,31126.21,31085.434,30895.732,31624.424,30527.713,30679.951,2.30258509299405,0
0,11,88,94459.2,94302.69,94511.7,94350.77,93783.695,95328.21,92573.3,93664.34,57732.754,57589.82,57747.074,57604.543,57266.75,58364.31,56392.56,57027.055,31305.46,31246.469,31336.715,31266.754,31144.219,31798.188,30508.773,30721.762,2.30258509299405,0
0,11,89,93659.555,93455.516,93908.03,93695.57,93075.42,94923.98,92065.99,93789.06,57054.36,56879.04,57173.066,57032.812,56722.05,58116.05,55997.887,56896.3,30902.666,30693.715,30951.205,30774.646,30661.426,31569.676,30169.215,30553.896,2.30258509299405,0
0,11,90,92520.8,92275.766,92487.66,92230.75,92310.83,94688.72,92731.34,94066.27,56435.516,56277.46,56464.023,56308.51,56195.42,57960.402,56552.22,57198.76,30425.773,30366.574,30437.053,30331.076,30298.27,31422.303,30624.271,30773.3,2.30258509299405,0
0,11,91,93456.28,93260.875,93427.36,93183.86,92534.79,95064.79,94097.89,94522.81,57066.535,56918.52,57036.96,56856.953,56485.973,58241.316,57289.5,57589.82,30952.344,30875.654,30931.852,30836.846,30587.635,31698.629,31104.58,31165.123,2.30258509299405,0
0,11,92,93795.38,93735.414,93617.41,93548.44,93148.03,94576.45,93648.44,94340.43,57201.17,57158.48,57108.156,57066.137,56851.47,57939.39,57176.145,57491.99,30989.91,30961.348,30956.69,30911.152,30785.617,31493.402,31004.918,31177.646,2.30258509299405,0
0,12,1,91069.01,91021.11,90969,90990.65,91323.04,92367.54,91438.56,91330.516,55880.246,55836.484,55795.8,55770.773,55888.008,56570.285,55938.062,56109.234,30302.617,30305.1,30265.049,30261.84,30246.11,30667.842,30255.527,30423.082,2.39789527279837,0
0,12,2,91398.14,91271.51,91432.625,91287.6,91445.66,92446.66,90384.49,91278.02,55863.383,55816.14,55893.63,55841.57,55897.645,56677.086,55211.086,55865.66,30207.299,30184.738,30209.99,30191.258,30195.295,30697.234,29779.047,30211.232,2.39789527279837,0
0,12,3,91462.516,91352.55,91526.5,91387.414,91240.086,92276.54,90086.97,91374.96,55728.617,55694.89,55803.16,55753.375,55748.42,56280.67,54803.566,55575.38,30015.63,30034.156,30043.885,30034.467,30165.695,30094.389,29334.443,29827.895,2.39789527279837,0
0,12,4,91500.06,91461.555,91523.625,91488.19,91288.555,92441.1,90517.06,91833.22,55634.53,55644.035,55656.348,55672.137,55684.85,56081.26,55008.867,55392.562,29830.793,29876.33,29844.87,29889.576,30002.592,29957.055,29467.326,29658.271,2.39789527279837,0
0,12,5,89598.44,89728.52,89641.93,89733.88,90592.93,92576.93,90750.41,91920.01,54479.83,54512.617,54525.062,54546.875,55014.62,56286.83,55258.33,55969.78,29189.76,29116.176,29234.469,29104.172,29378.428,30352.5,29654.752,30147.48,2.39789527279837,0
0,12,6,90737,90727.61,90749.07,90681.055,90277.016,92150.48,90725.5,91955.64,55206.402,55136.676,55187.4,55087.156,54802.094,56064.133,55286.434,56141.086,29606.008,29529.525,29584.48,29506.758,29224.947,30248.49,29746.758,30404.97,2.39789527279837,0
0,12,7,91205.414,91175.91,91249.86,91203.88,90958.47,92598.96,90275.87,92325.01,55691.945,55648.45,55694.22,55634.664,55365.395,56567.61,55065.207,56310.117,30032.19,29987.48,30001.246,29930.457,29705.463,30534.44,29755.451,30420.701,2.39789527279837,0
0,12,8,91142,90914.016,91292.96,91000.42,90636.04,93477.94,89214.516,92441.484,55745.344,55584.746,55822.832,55639.484,55379.848,57061.316,54587.562,56144.297,30058.787,29970.508,30086.523,29985.723,29815.994,30937.75,29474.78,30311.723,2.39789527279837,0
0,12,9,90843.9,90340.81,91093.336,90596.375,89966.27,93568.74,88687.86,92117.336,55099.336,54908.895,55263.414,55058.117,54878.11,56951.574,54147.656,55909.824,29626.705,29498.479,29716.744,29560.678,29453.977,30765.021,29170.51,30218.684,2.39789527279837,0
0,12,10,90004.4,89610.89,90098.27,89688.29,89218.73,93117.766,88227.875,93020.25,54857.1,54637.883,54907.42,54654.613,54507.664,56778.395,53848.137,56705.59,29621.428,29508.207,29641.92,29499.928,29337.65,30629.445,29117.418,30673.947,2.39789527279837,0
