Ix,t,l,g.300.41N.2W,g.300.42N.2W,g.300.41N.1W,g.300.42N.1W,g.300.45N.5E,g.300.35N.5E,g.300.45N.10W,g.300.35N.10W,g.500.41N.2W,g.500.42N.2W,g.500.41N.1W,g.500.42N.1W,g.500.45N.5E,g.500.35N.5E,g.500.45N.10W,g.500.35N.10W,g.700.41N.2W,g.700.42N.2W,g.700.41N.1W,g.700.42N.1W,g.700.45N.5E,g.700.35N.5E,g.700.45N.10W,g.700.35N.10W,trend,Ix.lag1
0,1,1,92384.78,92286.12,92428.65,92317.15,91813.68,93298.62,92628.27,91646.234,56529.734,56512.203,56558.508,56527.06,56356.555,57106.953,56763.94,56210.547,30746.082,30733.043,30776.303,30753.844,30787.064,30986.807,30854.543,30361.09,-Inf,0
0,1,2,92544.75,92460.26,92568.88,92477.88,91689.34,93210.875,92580.38,91771.336,56656.074,56648.71,56675.746,56645.77,56298.07,57040.04,56758.32,55972.457,30764.918,30771.748,30780.648,30784.996,30708.41,30950.791,30798.242,30154.621,-Inf,0
0,1,3,92053.73,92017.71,92068.29,92015.22,91542.21,92331.33,92041.66,91700.266,56273.848,56294.86,56274.652,56285.625,56103.08,56641.35,56368.332,56000.562,30494.389,30492.94,30495.63,30494.182,30560.934,30679.64,30497.7,30215.889,-Inf,0
0,1,4,91992.234,91916.75,91963.305,91879.77,91657.734,92333.82,91421.32,92260.25,56127.973,56097.324,56135.734,56097.457,56103.21,56604.28,55778.535,56328.453,30378.684,30368.955,30393.172,30374.44,30455.475,30765.021,30113.225,30392.24,-Inf,0
0,1,5,92161.2,92117.336,92232.28,92180.17,91884.18,92488.234,90414.19,92157.18,56218.977,56147.11,56245.207,56203.72,56183.11,56465.363,55150.727,56328.72,30371.75,30325.488,30401.451,30369.266,30469.447,30464.479,29732.682,30541.684,-Inf,0
0,1,6,91923.266,91892.8,92086.3,92025.76,92433.82,92741.31,90450.78,92245.69,56248.957,56188.863,56287.363,56228.08,56436.59,56720.848,55364.59,56576.44,30572.008,30552.965,30555.76,30537.234,30614.232,30720.002,30052.992,30726.521,-Inf,0
0,1,7,92024.03,92006.02,92106.03,92102.39,92408.914,92505.86,91918.86,92138.41,56252.97,56264.21,56264.48,56297.938,56534.418,56638.14,56269.43,56447.16,30571.594,30600.78,30563.107,30583.29,30736.354,30686.367,30610.61,30632.344,-Inf,0
0,1,8,92342.82,92380.375,92352.4,92397.805,92404.32,92804.336,92515.24,91589.336,56338.89,56373.418,56324.973,56366.19,56404.47,56749.89,56248.957,56175.348,30509.602,30498.838,30498.113,30505.357,30545.307,30642.59,30309.344,30510.12,-Inf,0
0,1,9,92416.01,92353.55,92380.56,92327.49,91993,93050.13,92697.625,92458.54,56398.043,56293.52,56418.117,56303.56,56077.516,56981.285,56297.805,56425.883,30516.225,30446.057,30517.467,30449.783,30316.38,30803.107,30227.998,30479.795,-Inf,0
0,1,10,93469.31,93346.89,93423.336,93265.28,91281.85,94025.28,93459.734,92912.39,56955.723,56838.22,56936.72,56802.22,55681.906,57672.527,56870.473,56787.766,30802.28,30664.219,30797.31,30658.734,30095.527,31316.016,30639.484,30739.562,-Inf,0
0,1,11,93710.32,93673.73,93666.26,93636.37,93308.766,93809.37,93550.734,93158.76,57330.586,57244.8,57289.77,57195.28,56840.492,57690.46,57255.24,57080.59,31217.8,31120.621,31203.83,31090.092,30607.816,31461.32,31195.861,31132.627,-Inf,0
0,1,12,93337.125,93353.6,93274.48,93284.63,93123.51,93310.49,92669.086,93755.53,57112.574,57101.332,57072.56,57062.254,56781.742,57279.062,56409.82,57273.04,30981.113,30920.57,30959.07,30900.805,30732.111,31207.867,30544.79,31141.32,-Inf,0
0,1,13,92576.93,92375.39,92611.414,92426.35,92208.91,92847.445,91566.35,93435.98,56438.594,56291.38,56471.52,56322.562,56138.008,56750.29,55561.594,57159.55,30497.182,30368.438,30496.664,30407.973,30294.44,30778.475,30010.975,30931.23,-Inf,0
0,1,14,92440.15,92367.16,92415.24,92321.17,91827.28,93090.75,92290.14,93833.695,56285.492,56179.766,56296.734,56194.22,55929.496,56874.22,55951.715,57155.8,30459.719,30405.178,30482.486,30429.705,30240.418,30809.42,30043.988,30880.416,-Inf,0
0,1,15,93609.55,93585.02,93515.1,93492.11,92685.56,93439.62,93908.99,94717.65,57176.01,57146.566,57119.8,57086.477,56631.582,57273.977,57339.82,57838.48,31106.547,31061.734,31096.818,31052.006,30668.773,31251.23,31162.537,31365.28,-Inf,0
0,1,16,94457.29,94442.92,94366.29,94356.91,93543.836,93636.37,94517.445,95061.34,57821.887,57840.758,57761.93,57767.016,57210.94,57276.652,57875.152,58060.508,31536.87,31549.6,31490.61,31495.37,31186.65,31262.2,31665.201,31339.406,-Inf,0
0,1,17,94652.7,94631.625,94633.55,94617.07,94147.125,93413.18,93841.17,94769.18,57937.516,57938.586,57896.027,57900.58,57633.582,57202.11,57504.57,57965.62,31504.373,31525.383,31488.436,31502.613,31418.682,31101.373,31334.645,31333.195,-Inf,0
0,1,18,94432.766,94461.695,94402.305,94440.81,94312.266,93318.34,94335.26,94827.234,57909.145,57932.965,57891.613,57926.41,57884.92,57190.867,57631.977,58191.4,31533.352,31552.6,31530.35,31554.152,31563.674,31121.863,31382.355,31492.16,-Inf,0
0,1,19,94427.41,94430.85,94384.875,94363.414,93421.8,93570.47,94257.47,94888.34,57826.168,57782.805,57777.586,57723.785,57411.156,57371.406,57822.152,58311.043,31572.47,31584.684,31541.527,31544.01,31332.266,31162.02,31506.443,31704.734,-Inf,0
0,1,20,94304.22,94258.625,94242.72,94195.21,93731.2,93779.09,94039.266,95012.68,57848.785,57809.977,57788.96,57745.734,57211.21,57411.29,57591.023,58280.527,31566.883,31519.068,31517.62,31457.594,30969.834,31247.918,31348.1,31658.162,-Inf,0
