Ix,t,l,g.300.39N.1W,g.300.40N.1W,g.300.39N.0W,g.300.40N.0W,g.300.45N.5E,g.300.35N.5E,g.300.45N.10W,g.300.35N.10W,g.500.39N.1W,g.500.40N.1W,g.500.39N.0W,g.500.40N.0W,g.500.45N.5E,g.500.35N.5E,g.500.45N.10W,g.500.35N.10W,g.700.39N.1W,g.700.40N.1W,g.700.39N.0W,g.700.40N.0W,g.700.45N.5E,g.700.35N.5E,g.700.45N.10W,g.700.35N.10W,trend,Ix.lag1
1,1,1,92656.63,92540.15,92733.65,92616.2,91813.68,93298.62,92628.27,91646.234,56663.434,56614.184,56716.43,56651.79,56356.555,57106.953,56763.94,56210.547,30774.336,30770.816,30810.559,30795.758,30787.064,30986.807,30854.543,30361.09,-Inf,0
1,1,2,92559.88,92599.35,92624.25,92636.32,91689.34,93210.875,92580.38,91771.336,56674.273,56684.98,56710.81,56713.22,56298.07,57040.04,56758.32,55972.457,30763.262,30784.79,30804.246,30804.555,30708.41,30950.791,30798.242,30154.621,-Inf,1
1,1,3,91986.29,92076.336,92010.24,92092.81,91542.21,92331.33,92041.66,91700.266,56198.633,56242.13,56212.82,56243.87,56103.08,56641.35,56368.332,56000.562,30439.64,30456.2,30422.875,30444.4,30560.934,30679.64,30497.7,30215.889,-Inf,1
1,1,4,91983.23,92001.234,91955.83,91979.78,91657.734,92333.82,91421.32,92260.25,56146.707,56148.984,56169.727,56159.957,56103.21,56604.28,55778.535,56328.453,30371.44,30397.002,30418.941,30420.701,30455.475,30765.021,30113.225,30392.24,-Inf,1
1,1,5,92262.74,92258.336,92234.195,92280.75,91884.18,92488.234,90414.19,92157.18,56286.965,56278.664,56291.38,56293.92,56183.11,56465.363,55150.727,56328.72,30414.492,30415.01,30446.47,30452.266,30469.447,30464.479,29732.682,30541.684,-Inf,1
1,1,6,92160.82,92138.21,92264.66,92227.3,92433.82,92741.31,90450.78,92245.69,56350.668,56334.207,56394.7,56359.098,56436.59,56720.848,55364.59,56576.44,30573.975,30555.035,30550.48,30550.998,30614.232,30720.002,30052.992,30726.521,-Inf,1
1,1,7,92011.01,92079.016,92038.4,92140.9,92408.914,92505.86,91918.86,92138.41,56176.953,56218.17,56180.7,56240.258,56534.418,56638.14,56269.43,56447.16,30467.273,30515.81,30434.57,30505.771,30736.354,30686.367,30610.61,30632.344,-Inf,1
1,1,8,92205.266,92297.23,92181.9,92266.766,92404.32,92804.336,92515.24,91589.336,56268.63,56285.625,56269.7,56294.457,56404.47,56749.89,56248.957,56175.348,30415.838,30462.822,30391.826,30450.094,30545.307,30642.59,30309.344,30510.12,-Inf,1
1,1,9,92421.56,92388.99,92402.98,92365.62,91993,93050.13,92697.625,92458.54,56526.39,56481.29,56534.82,56491.594,56077.516,56981.285,56297.805,56425.883,30517.674,30527.299,30505.979,30508.773,30316.38,30803.107,30227.998,30479.795,-Inf,1
1,1,10,93542.88,93502.836,93532.73,93465.87,91281.85,94025.28,93459.734,92912.39,57157.273,57061.72,57165.707,57062.523,55681.906,57672.527,56870.473,56787.766,30951.309,30881.555,30960.52,30865.512,30095.527,31316.016,30639.484,30739.562,-Inf,1
1,1,11,93609.36,93654.375,93588.28,93617.79,93308.766,93809.37,93550.734,93158.76,57395.227,57345.043,57392.55,57325.77,56840.492,57690.46,57255.24,57080.59,31329.885,31277.104,31323.055,31252.367,30607.816,31461.32,31195.861,31132.627,-Inf,1
1,1,12,93199.57,93247.08,93164.125,93201.1,93123.51,93310.49,92669.086,93755.53,57022.773,57051.816,57006.043,57018.355,56781.742,57279.062,56409.82,57273.04,31053.559,31013.094,31038.346,30978.838,30732.111,31207.867,30544.79,31141.32,-Inf,1
1,1,13,92856.445,92737.48,92863.34,92755.484,92208.91,92847.445,91566.35,93435.98,56703.85,56604.28,56680.297,56610.035,56138.008,56750.29,55561.594,57159.55,30674.672,30598.709,30671.465,30594.154,30294.44,30778.475,30010.975,30931.23,-Inf,1
1,1,14,92610.65,92510.266,92575.21,92483.63,91827.28,93090.75,92290.14,93833.695,56541.51,56418.79,56576.043,56453.72,55929.496,56874.22,55951.715,57155.8,30576.664,30538.994,30584.736,30536.717,30240.418,30809.42,30043.988,30880.416,-Inf,1
1,1,15,93544.984,93537.516,93421.99,93444.6,92685.56,93439.62,93908.99,94717.65,57154.73,57150.582,57090.492,57104.812,56631.582,57273.977,57339.82,57838.48,31116.275,31111.309,31105.822,31098.06,30668.773,31251.23,31162.537,31365.28,-Inf,1
