Ix,t,l,g.300.36N.3W,g.300.37N.3W,g.300.36N.2W,g.300.37N.2W,g.300.45N.5E,g.300.35N.5E,g.300.45N.10W,g.300.35N.10W,g.500.36N.3W,g.500.37N.3W,g.500.36N.2W,g.500.37N.2W,g.500.45N.5E,g.500.35N.5E,g.500.45N.10W,g.500.35N.10W,g.700.36N.3W,g.700.37N.3W,g.700.36N.2W,g.700.37N.2W,g.700.45N.5E,g.700.35N.5E,g.700.45N.10W,g.700.35N.10W,trend,Ix.lag1
0,1,1,92688.24,92614.1,92815.26,92758.164,91813.68,93298.62,92628.27,91646.234,56666.242,56609.23,56727.54,56659.016,56356.555,57106.953,56763.94,56210.547,30695.578,30653.354,30752.291,30742.562,30787.064,30986.807,30854.543,30361.09,-Inf,0
0,1,2,92077.87,92206.8,92240.9,92346.84,91689.34,93210.875,92580.38,91771.336,56364.586,56449.035,56457.465,56524.516,56298.07,57040.04,56758.32,55972.457,30466.549,30555.553,30544.686,30631.102,30708.41,30950.791,30798.242,30154.621,-Inf,0
0,1,3,91625.734,91715.2,91579.19,91673.83,91542.21,92331.33,92041.66,91700.266,56019.164,56075.64,56056.1,56102.41,56103.08,56641.35,56368.332,56000.562,30243.936,30302.41,30272.914,30313.172,30560.934,30679.64,30497.7,30215.889,-Inf,0
0,1,4,91916.75,91956.21,91863.3,91876.33,91657.734,92333.82,91421.32,92260.25,56132.79,56092.773,56162.766,56110.707,56103.21,56604.28,55778.535,56328.453,30309.447,30273.742,30337.494,30285.23,30455.475,30765.021,30113.225,30392.24,-Inf,0
0,1,5,92327.69,92274.234,92333.24,92283.24,91884.18,92488.234,90414.19,92157.18,56442.61,56373.688,56440.74,56370.875,56183.11,56465.363,55150.727,56328.72,30504.22,30468.516,30505.254,30464.479,30469.447,30464.479,29732.682,30541.684,-Inf,0
0,1,6,91972.69,92008.32,92157.18,92123.27,92433.82,92741.31,90450.78,92245.69,56310.918,56285.09,56359.902,56331.13,56436.59,56720.848,55364.59,56576.44,30555.76,30523.469,30568.281,30557.002,30614.232,30720.002,30052.992,30726.521,-Inf,0
0,1,7,91967.516,91905.445,91903.914,91861.38,92408.914,92505.86,91918.86,92138.41,56336.215,56276.66,56252.703,56205.727,56534.418,56638.14,56269.43,56447.16,30550.066,30521.814,30486.523,30462.822,30736.354,30686.367,30610.61,30632.344,-Inf,0
0,1,8,92020.39,92012.34,92101.24,92089.74,92404.32,92804.336,92515.24,91589.336,56293.92,56296.465,56330.19,56318.684,56404.47,56749.89,56248.957,56175.348,30489.316,30466.549,30482.797,30445.021,30545.307,30642.59,30309.344,30510.12,-Inf,0
0,1,9,92602.03,92582.11,92615.055,92605.48,91993,93050.13,92697.625,92458.54,56515.55,56539.64,56561.05,56570.82,56077.516,56981.285,56297.805,56425.883,30531.543,30538.373,30558.346,30534.75,30316.38,30803.107,30227.998,30479.795,-Inf,0
0,1,10,93152.82,93341.336,93257.805,93405.9,91281.85,94025.28,93459.734,92912.39,57097.99,57136.53,57169.723,57194.21,55681.906,57672.527,56870.473,56787.766,30938.06,30971.799,30988.256,31009.47,30095.527,31316.016,30639.484,30739.562,-Inf,0
