Ix,t,l,g.300.43N.9W,g.300.44N.9W,g.300.43N.8W,g.300.44N.8W,g.300.45N.5E,g.300.35N.5E,g.300.45N.10W,g.300.35N.10W,g.500.43N.9W,g.500.44N.9W,g.500.43N.8W,g.500.44N.8W,g.500.45N.5E,g.500.35N.5E,g.500.45N.10W,g.500.35N.10W,g.700.43N.9W,g.700.44N.9W,g.700.43N.8W,g.700.44N.8W,g.700.45N.5E,g.700.35N.5E,g.700.45N.10W,g.700.35N.10W,trend,Ix.lag1
0,1,1,92305.66,92479.61,92280.17,92442.25,91813.68,93298.62,92628.27,91646.234,56540.71,56671.062,56518.227,56644.297,56356.555,57106.953,56763.94,56210.547,30668.566,30761.812,30675.604,30753.844,30787.064,30986.807,30854.543,30361.09,-Inf,0
0,1,2,92429.8,92495.32,92416.77,92471.76,91689.34,93210.875,92580.38,91771.336,56572.293,56673.07,56579.79,56686.05,56298.07,57040.04,56758.32,55972.457,30676.225,30721.762,30700.027,30742.668,30708.41,30950.791,30798.242,30154.621,-Inf,0
0,1,3,92031.31,92008.7,92016.18,92012.34,91542.21,92331.33,92041.66,91700.266,56294.19,56344.11,56307.84,56361.91,56103.08,56641.35,56368.332,56000.562,30473.69,30498.941,30483.21,30501.633,30560.934,30679.64,30497.7,30215.889,-Inf,0
0,1,4,91714.25,91607.73,91790.69,91685.7,91657.734,92333.82,91421.32,92260.25,55911.965,55864.723,55937.26,55893.496,56103.21,56604.28,55778.535,56328.453,30186.498,30125.23,30207.92,30167.766,30455.475,30765.021,30113.225,30392.24,-Inf,0
0,1,5,91080.695,90889.305,91274.19,91105.22,91884.18,92488.234,90414.19,92157.18,55582.47,55435.926,55661.7,55530.41,56183.11,56465.363,55150.727,56328.72,30013.768,29903.756,30051.957,29951.258,30469.447,30464.479,29732.682,30541.684,-Inf,0
0,1,6,91112.305,90863.83,91148.32,90935.28,92433.82,92741.31,90450.78,92245.69,55879.176,55677.09,55910.094,55722.86,56436.59,56720.848,55364.59,56576.44,30356.95,30238.762,30362.746,30254.492,30614.232,30720.002,30052.992,30726.521,-Inf,0
0,1,7,91688.96,91815.016,91619.414,91741.45,92408.914,92505.86,91918.86,92138.41,56301.016,56313.73,56287.9,56282.01,56534.418,56638.14,56269.43,56447.16,30721.037,30678.605,30716.586,30685.54,30736.354,30686.367,30610.61,30632.344,-Inf,0
0,1,8,92612.375,92557.39,92546.28,92490.336,92404.32,92804.336,92515.24,91589.336,56441.137,56324.168,56406.344,56285.625,56404.47,56749.89,56248.957,56175.348,30525.85,30414.803,30493.354,30406.316,30545.307,30642.59,30309.344,30510.12,-Inf,0
0,1,9,92893.04,92764.11,92778.09,92640.16,91993,93050.13,92697.625,92458.54,56502.03,56385.867,56447.562,56330.86,56077.516,56981.285,56297.805,56425.883,30429.602,30323.521,30396.38,30280.78,30316.38,30803.107,30227.998,30479.795,-Inf,0
0,1,10,93684.266,93568.74,93632.734,93516.25,91281.85,94025.28,93459.734,92912.39,57057.168,56936.72,56983.695,56869.27,55681.906,57672.527,56870.473,56787.766,30785.514,30701.787,30744.53,30647.246,30095.527,31316.016,30639.484,30739.562,-Inf,0
